timestamp,symbol,action,state,price,center_price,layer_id,detail,kind,lower_strike,body_strike,upper_strike,width,dte,entry_cost,entry_debit,friction_cost,entry_friction_cost,contracts_per_layer,option_multiplier,drift_distance,primary_return_pct,close_value,gross_close_value,realized_pnl,gross_realized_pnl,close_friction_cost,stress_profile,drift_count
2025-10-30T16:10:00+00:00,SPX,ADD_SUPPLEMENTAL,ACTIVE_CENTERED,6873.32,6870.0,368.0,Added a supplemental butterfly layer near the edge of the corridor.,SUPPLEMENTAL,6840.0,6870.0,6900.0,30.0,7.0,8.006,7.92,0.086,0.086,1.0,100.0,,,,,,,,,
2025-10-30T18:10:00+00:00,SPX,DRIFT_STARTED,DRIFTING,6852.27,6865.0,,Corridor drift started.,,,,,,,,,,,,,12.73,,,,,,,,
2025-10-30T18:20:00+00:00,SPX,DRIFT_RESOLVED,ACTIVE_CENTERED,6850.2,6860.0,,Drift resolved without rebuilding.,,,,,,,,,,,,,,,,,,,,,
2025-10-30T18:35:00+00:00,SPX,DRIFT_STARTED,DRIFTING,6845.38,6860.0,,Corridor drift started.,,,,,,,,,,,,,14.62,,,,,,,,
2025-10-30T18:45:00+00:00,SPX,DRIFT_RESOLVED,ACTIVE_CENTERED,6850.54,6860.0,,Drift resolved without rebuilding.,,,,,,,,,,,,,,,,,,,,,
2025-10-30T18:55:00+00:00,SPX,DRIFT_STARTED,DRIFTING,6846.76,6860.0,,Corridor drift started.,,,,,,,,,,,,,13.24,,,,,,,,
2025-10-30T19:10:00+00:00,SPX,STOP_LOSS,DRIFTING,6838.95,6870.0,367.0,Primary stop-loss reached.,PRIMARY,6840.0,6870.0,6900.0,30.0,7.0,8.006,7.92,,0.086,1.0,100.0,,-0.9923,0.0615,0.1583,-7.9445,-7.7617,0.086,conservative,
2025-10-30T19:10:00+00:00,SPX,STOP_LOSS,DRIFTING,6838.95,6870.0,368.0,Primary stop-loss reached.,SUPPLEMENTAL,6840.0,6870.0,6900.0,30.0,7.0,8.006,7.92,,0.086,1.0,100.0,,-0.9923,0.0622,0.1592,-7.9438,-7.7608,0.086,conservative,
2025-10-31T13:55:00+00:00,SPX,ENTER_PRIMARY,ACTIVE_CENTERED,6854.96,6850.0,369.0,Opened the primary butterfly corridor layer.,PRIMARY,6820.0,6850.0,6880.0,30.0,7.0,8.006,7.92,0.086,0.086,1.0,100.0,,,,,,,,,
2025-10-31T14:15:00+00:00,SPX,ADD_SUPPLEMENTAL,ACTIVE_CENTERED,6854.11,6850.0,370.0,Added a supplemental butterfly layer near the edge of the corridor.,SUPPLEMENTAL,6820.0,6850.0,6880.0,30.0,7.0,8.006,7.92,0.086,0.086,1.0,100.0,,,,,,,,,
2025-10-31T14:30:00+00:00,SPX,DRIFT_STARTED,DRIFTING,6857.22,6845.0,,Corridor drift started.,,,,,,,,,,,,,12.22,,,,,,,,
2025-10-31T15:05:00+00:00,SPX,REBUILD_REQUESTED,REBUILD,6862.93,6850.0,,Requested corridor rebuild after sustained drift.,,,,,,,,,,,,,12.93,,,,,,,,8.0
2025-10-31T15:10:00+00:00,SPX,REBUILT,REBUILD,6863.24,6850.0,369.0,Removed prior layers for rebuild.,PRIMARY,6820.0,6850.0,6880.0,30.0,7.0,8.006,7.92,,0.086,1.0,100.0,,,8.2413,9.7817,0.2353,1.8617,0.086,conservative,
2025-10-31T15:10:00+00:00,SPX,REBUILT,REBUILD,6863.24,6850.0,370.0,Removed prior layers for rebuild.,SUPPLEMENTAL,6820.0,6850.0,6880.0,30.0,7.0,8.006,7.92,,0.086,1.0,100.0,,,8.2325,9.7714,0.2265,1.8514,0.086,conservative,
2025-10-31T15:10:00+00:00,SPX,REBUILT,ACTIVE_CENTERED,6863.24,6850.0,371.0,Established a fresh primary butterfly corridor layer.,PRIMARY,6820.0,6850.0,6880.0,30.0,7.0,8.006,7.92,0.086,0.086,1.0,100.0,,,,,,,,,
2025-10-31T15:15:00+00:00,SPX,DRIFT_STARTED,DRIFTING,6868.11,6850.0,,Corridor drift started.,,,,,,,,,,,,,18.11,,,,,,,,
2025-10-31T15:25:00+00:00,SPX,DRIFT_RESOLVED,ACTIVE_CENTERED,6859.36,6850.0,,Drift resolved without rebuilding.,,,,,,,,,,,,,,,,,,,,,
2025-10-31T15:30:00+00:00,SPX,DRIFT_STARTED,DRIFTING,6861.03,6850.0,,Corridor drift started.,,,,,,,,,,,,,11.03,,,,,,,,
2025-10-31T15:35:00+00:00,SPX,DRIFT_RESOLVED,ACTIVE_CENTERED,6851.64,6850.0,,Drift resolved without rebuilding.,,,,,,,,,,,,,,,,,,,,,
2025-10-31T15:55:00+00:00,SPX,DRIFT_STARTED,DRIFTING,6843.83,6855.0,,Corridor drift started.,,,,,,,,,,,,,11.17,,,,,,,,
2025-10-31T16:30:00+00:00,SPX,REBUILD_REQUESTED,REBUILD,6841.83,6855.0,,Requested corridor rebuild after sustained drift.,,,,,,,,,,,,,13.17,,,,,,,,8.0
2025-10-31T16:35:00+00:00,SPX,REBUILT,REBUILD,6841.59,6850.0,371.0,Removed prior layers for rebuild.,PRIMARY,6820.0,6850.0,6880.0,30.0,7.0,8.006,7.92,,0.086,1.0,100.0,,,8.4759,10.0577,0.4699,2.1377,0.086,conservative,
2025-10-31T16:35:00+00:00,SPX,REBUILT,ACTIVE_CENTERED,6841.59,6855.0,372.0,Established a fresh primary butterfly corridor layer.,PRIMARY,6825.0,6855.0,6885.0,30.0,7.0,8.006,7.92,0.086,0.086,1.0,100.0,,,,,,,,,
2025-10-31T16:40:00+00:00,SPX,DRIFT_STARTED,DRIFTING,6832.92,6850.0,,Corridor drift started.,,,,,,,,,,,,,17.08,,,,,,,,
2025-10-31T17:00:00+00:00,SPX,STOP_LOSS,DRIFTING,6821.72,6855.0,372.0,Primary stop-loss reached.,PRIMARY,6825.0,6855.0,6885.0,30.0,7.0,8.006,7.92,,0.086,1.0,100.0,,-0.9979,0.0164,0.1053,-7.9896,-7.8147,0.086,conservative,
2025-10-31T17:05:00+00:00,SPX,ENTER_PRIMARY,ACTIVE_CENTERED,6825.9,6850.0,373.0,Opened the primary butterfly corridor layer.,PRIMARY,6820.0,6850.0,6880.0,30.0,7.0,8.006,7.92,0.086,0.086,1.0,100.0,,,,,,,,,
2025-10-31T17:10:00+00:00,SPX,DRIFT_STARTED,DRIFTING,6820.06,6850.0,,Corridor drift started.,,,,,,,,,,,,,29.94,,,,,,,,
2025-10-31T17:15:00+00:00,SPX,STOP_LOSS,DRIFTING,6816.56,6850.0,373.0,Primary stop-loss reached.,PRIMARY,6820.0,6850.0,6880.0,30.0,7.0,8.006,7.92,,0.086,1.0,100.0,,-0.9984,0.0131,0.1014,-7.9929,-7.8186,0.086,conservative,
2025-11-03T14:50:00+00:00,SPX,ENTER_PRIMARY,ACTIVE_CENTERED,6845.52,6845.0,374.0,Opened the primary butterfly corridor layer.,PRIMARY,6815.0,6845.0,6875.0,30.0,7.0,8.006,7.92,0.086,0.086,1.0,100.0,,,,,,,,,
