config_name,wing_mode,broken_wing_extra_width,butterfly_width,coverage_band_width,center_tolerance,recenter_threshold,drift_persistence_bars,rebuild_cooldown_minutes,net_dollar_pnl,return_on_capital,max_drawdown_dollars,corridor_occupancy_rate,average_rebuilds_per_day,closed_layers,win_rate_by_closed_layer,profit_factor_by_closed_layer,profit_factor_by_day,best_day_pnl_dollars,worst_day_pnl_dollars,max_gross_deployment_dollars,max_modeled_capital_at_risk_dollars
broken_upper_bw40_w60_tol12p5_rt16_dp8_cd60,broken_upper,40.0,60.0,120.0,12.5,16.0,8,60,674036.74,6.740367,-1704.1899999999998,0.5972,0.204,2413,0.997513,282.41026,1055.830119,6931.4527,-358.1897,10417.2,10428.4
broken_upper_bw40_w60_tol12p5_rt14_dp8_cd60,broken_upper,40.0,60.0,120.0,12.5,14.0,8,60,673892.9223,6.738929,-1704.1899999999998,0.5972,0.212,2418,0.997519,282.350232,1055.605052,6931.4527,-358.1897,10417.2,10428.4
broken_upper_bw40_w60_tol15_rt16_dp8_cd60,broken_upper,40.0,60.0,120.0,15.0,16.0,8,60,673365.9965,6.73366,-2198.11,0.656,0.16,2416,0.996689,188.006596,384.841405,6931.4527,-1115.2815,10417.2,10428.4
broken_upper_bw40_w60_tol15_rt14_dp8_cd60,broken_upper,40.0,60.0,120.0,15.0,14.0,8,60,673344.1586,6.733442,-2198.11,0.656,0.164,2421,0.996696,188.000536,384.828957,6931.4527,-1115.2815,10417.2,10428.4
broken_upper_bw40_w60_tol12p5_rt16_dp8_cd90,broken_upper,40.0,60.0,120.0,12.5,16.0,8,90,671119.0267,6.71119,-1704.1899999999998,0.5972,0.188,2402,0.997086,279.999322,1051.264059,6931.4527,-358.1897,10417.2,10428.4
broken_upper_bw40_w60_tol12p5_rt14_dp8_cd90,broken_upper,40.0,60.0,120.0,12.5,14.0,8,90,671082.3066,6.710823,-1704.1899999999998,0.5972,0.192,2407,0.997507,281.176786,1051.206594,6931.4527,-358.1897,10417.2,10428.4
broken_upper_bw40_w60_tol10_rt14_dp8_cd60,broken_upper,40.0,60.0,120.0,10.0,14.0,8,60,670049.3235,6.700493,-1704.1899999999998,0.5177,0.24,2407,0.997507,280.745517,1049.590033,6931.4527,-358.1897,10417.2,10428.4
broken_upper_bw40_w60_tol10_rt16_dp8_cd60,broken_upper,40.0,60.0,120.0,10.0,16.0,8,60,669694.586,6.696946,-1704.1899999999998,0.5177,0.232,2400,0.9975,280.597392,1049.034889,6931.4527,-358.1897,10417.2,10428.4
broken_upper_bw40_w60_tol15_rt14_dp8_cd90,broken_upper,40.0,60.0,120.0,15.0,14.0,8,90,668462.645,6.684626,-2198.11,0.656,0.148,2407,0.996261,140.644137,261.677155,6931.4527,-1115.2815,10417.2,10428.4
broken_upper_bw40_w60_tol15_rt16_dp8_cd90,broken_upper,40.0,60.0,120.0,15.0,16.0,8,90,668428.835,6.684288,-2198.11,0.656,0.144,2402,0.995837,140.339,382.027056,6931.4527,-1115.2815,10417.2,10428.4
broken_upper_bw40_w60_tol10_rt14_dp8_cd90,broken_upper,40.0,60.0,120.0,10.0,14.0,8,90,667510.4018,6.675104,-1704.1899999999998,0.5177,0.22,2397,0.997497,279.685501,1045.616761,6931.4527,-358.1897,10417.2,10428.4
broken_upper_bw40_w60_tol10_rt16_dp8_cd90,broken_upper,40.0,60.0,120.0,10.0,16.0,8,90,667100.0165,6.671,-1704.1899999999998,0.5177,0.212,2390,0.997071,278.328508,1044.974531,6931.4527,-358.1897,10417.2,10428.4
broken_upper_bw40_w60_tol15_rt18_dp8_cd60,broken_upper,40.0,60.0,120.0,15.0,18.0,8,60,666678.6644,6.666787,-2198.11,0.656,0.152,2392,0.996656,186.149399,381.029399,6931.4527,-1115.2815,10417.2,10428.4
broken_upper_bw40_w60_tol12p5_rt14_dp10_cd60,broken_upper,40.0,60.0,120.0,12.5,14.0,10,60,665089.9979,6.6509,-2196.61,0.5972,0.176,2387,0.997067,140.035149,379.925577,6931.4527,-1116.1993,10417.2,10428.4
broken_upper_bw40_w60_tol12p5_rt18_dp8_cd60,broken_upper,40.0,60.0,120.0,12.5,18.0,8,60,664130.3311,6.641303,-1704.1899999999998,0.5972,0.188,2378,0.997477,278.274339,1040.327138,6931.4527,-358.1897,10417.2,10428.4
broken_upper_bw40_w60_tol10_rt14_dp10_cd60,broken_upper,40.0,60.0,120.0,10.0,14.0,10,60,664078.8165,6.640788,-2144.31,0.5177,0.196,2381,0.99748,186.278457,398.485334,6931.4527,-1031.6999,10417.2,10428.4
broken_upper_bw40_w60_tol15_rt14_dp10_cd60,broken_upper,40.0,60.0,120.0,15.0,14.0,10,60,663979.1728,6.639792,-2201.7,0.656,0.132,2383,0.996643,139.791904,379.490598,6931.4527,-1115.2815,10417.2,10428.4
broken_upper_bw40_w60_tol12p5_rt16_dp10_cd60,broken_upper,40.0,60.0,120.0,12.5,16.0,10,60,663830.5746,6.638306,-2196.61,0.5972,0.164,2382,0.997061,139.771873,379.208039,6931.4527,-1116.1993,10417.2,10428.4
broken_upper_bw40_w60_tol15_rt16_dp10_cd60,broken_upper,40.0,60.0,120.0,15.0,16.0,10,60,663789.034,6.63789,-2201.7,0.656,0.128,2382,0.996641,139.752157,379.382212,6931.4527,-1115.2815,10417.2,10428.4
broken_upper_bw40_w60_tol10_rt16_dp10_cd60,broken_upper,40.0,60.0,120.0,10.0,16.0,10,60,662537.3307,6.625373,-2144.31,0.5177,0.184,2375,0.997474,185.848385,397.562675,6931.4527,-1031.6999,10417.2,10428.4
broken_upper_bw40_w60_tol12p5_rt14_dp10_cd90,broken_upper,40.0,60.0,120.0,12.5,14.0,10,90,661290.6769,6.612907,-2196.61,0.5972,0.156,2373,0.996629,138.945622,377.760968,6931.4527,-1116.1993,10417.2,10428.4
broken_upper_bw40_w60_tol15_rt18_dp10_cd60,broken_upper,40.0,60.0,120.0,15.0,18.0,10,60,660960.1459,6.609601,-2201.7,0.656,0.124,2372,0.996627,139.160834,377.76965,6931.4527,-1115.2815,10417.2,10428.4
broken_upper_bw40_w60_tol12p5_rt18_dp8_cd90,broken_upper,40.0,60.0,120.0,12.5,18.0,8,90,660739.6821,6.607397,-1704.1899999999998,0.5972,0.168,2365,0.99704,275.6844,1035.02096,6931.4527,-358.1897,10417.2,10428.4
broken_upper_bw40_w60_tol12p5_rt16_dp10_cd90,broken_upper,40.0,60.0,120.0,12.5,16.0,10,90,660564.1163,6.605641,-2196.61,0.5972,0.144,2370,0.996624,138.794063,377.347021,6931.4527,-1116.1993,10417.2,10428.4
broken_upper_bw40_w60_tol15_rt18_dp8_cd90,broken_upper,40.0,60.0,120.0,15.0,18.0,8,90,660472.6275,6.604726,-2198.11,0.656,0.132,2373,0.995786,138.680472,377.491748,6931.4527,-1115.2815,10417.2,10428.4
broken_upper_bw40_w60_tol15_rt14_dp10_cd90,broken_upper,40.0,60.0,120.0,15.0,14.0,10,90,660005.5322,6.600055,-2201.7,0.656,0.116,2373,0.995786,111.261861,376.799701,6931.4527,-1115.2815,10417.2,10428.4
broken_upper_bw40_w60_tol10_rt14_dp10_cd90,broken_upper,40.0,60.0,120.0,10.0,14.0,10,90,659965.4009,6.599654,-2144.31,0.5177,0.176,2366,0.997041,184.606258,396.023243,6931.4527,-1031.6999,10417.2,10428.4
broken_upper_bw40_w60_tol15_rt16_dp10_cd90,broken_upper,40.0,60.0,120.0,15.0,16.0,10,90,659815.3935,6.598154,-2201.7,0.656,0.112,2372,0.995784,111.230095,376.691439,6931.4527,-1115.2815,10417.2,10428.4
broken_upper_bw40_w60_tol10_rt18_dp8_cd60,broken_upper,40.0,60.0,120.0,10.0,18.0,8,60,659676.8769,6.596769,-1704.1899999999998,0.5177,0.204,2364,0.997462,276.41502,1033.357729,6931.4527,-358.1897,10417.2,10428.4
broken_upper_bw40_w60_tol10_rt16_dp10_cd90,broken_upper,40.0,60.0,120.0,10.0,16.0,10,90,658956.7778,6.589568,-2144.31,0.5177,0.164,2362,0.997036,184.325657,395.41953,6931.4527,-1031.6999,10417.2,10428.4
broken_upper_bw40_w60_tol15_rt18_dp10_cd90,broken_upper,40.0,60.0,120.0,15.0,18.0,10,90,656986.5053,6.569865,-2201.7,0.656,0.108,2362,0.995766,110.757496,375.080702,6931.4527,-1115.2815,10417.2,10428.4
broken_upper_bw40_w60_tol10_rt18_dp8_cd90,broken_upper,40.0,60.0,120.0,10.0,18.0,8,90,656489.0063,6.56489,-1704.1899999999998,0.5177,0.184,2352,0.997024,273.917292,1028.368889,6931.4527,-358.1897,10417.2,10428.4
broken_upper_bw40_w60_tol12p5_rt18_dp10_cd60,broken_upper,40.0,60.0,120.0,12.5,18.0,10,60,655318.543,6.553185,-2196.61,0.5972,0.144,2352,0.997024,137.992458,374.35843,6931.4527,-1116.1993,10417.2,10428.4
broken_upper_bw40_w60_tol10_rt18_dp10_cd60,broken_upper,40.0,60.0,120.0,10.0,18.0,10,60,654011.9596,6.54012,-2144.31,0.5177,0.164,2345,0.997441,183.469804,392.459802,6931.4527,-1031.6999,10417.2,10428.4
broken_upper_bw40_w60_tol12p5_rt18_dp10_cd90,broken_upper,40.0,60.0,120.0,12.5,18.0,10,90,653165.2147,6.531652,-2196.61,0.5972,0.132,2344,0.996587,137.250648,373.131601,6931.4527,-1116.1993,10417.2,10428.4
broken_upper_bw40_w60_tol10_rt18_dp10_cd90,broken_upper,40.0,60.0,120.0,10.0,18.0,10,90,651544.5368,6.515445,-2144.31,0.5177,0.152,2336,0.997003,182.263531,390.982923,6931.4527,-1031.6999,10417.2,10428.4
broken_lower_bw40_w60_tol10_rt14_dp8_cd60,broken_lower,40.0,60.0,120.0,10.0,14.0,8,60,606335.2964,6.063353,-759.9,0.5177,0.3,2178,1.0,,,6932.8821,0.0,10417.2,10428.4
broken_lower_bw40_w60_tol10_rt14_dp10_cd60,broken_lower,40.0,60.0,120.0,10.0,14.0,10,60,603155.0932,6.031551,-673.51,0.5177,0.244,2160,1.0,,,6932.8821,0.0,10417.2,10428.4
broken_lower_bw40_w60_tol10_rt14_dp8_cd90,broken_lower,40.0,60.0,120.0,10.0,14.0,8,90,602474.8268,6.024748,-752.35,0.5177,0.244,2161,1.0,,,6932.8821,0.0,10417.2,10428.4
broken_lower_bw40_w60_tol12p5_rt14_dp8_cd60,broken_lower,40.0,60.0,120.0,12.5,14.0,8,60,599102.6864,5.991027,-761.16,0.5972,0.244,2150,1.0,,,6932.8821,0.0,10417.2,10428.4
broken_lower_bw40_w60_tol12p5_rt14_dp10_cd60,broken_lower,40.0,60.0,120.0,12.5,14.0,10,60,598907.2752,5.989073,-734.61,0.5972,0.2,2142,1.0,,,6932.8821,0.0,10417.2,10428.4
broken_lower_bw40_w60_tol12p5_rt16_dp8_cd60,broken_lower,40.0,60.0,120.0,12.5,16.0,8,60,598695.9337,5.986959,-761.16,0.5972,0.208,2141,1.0,,,6932.8821,0.0,10417.2,10428.4
broken_lower_bw40_w60_tol12p5_rt16_dp10_cd60,broken_lower,40.0,60.0,120.0,12.5,16.0,10,60,598542.2108,5.985422,-753.07,0.5972,0.184,2138,1.0,,,6932.8821,0.0,10417.2,10428.4
broken_lower_bw40_w60_tol10_rt16_dp8_cd60,broken_lower,40.0,60.0,120.0,10.0,16.0,8,60,597996.0318,5.97996,-759.9,0.5177,0.244,2141,1.0,,,6932.8821,0.0,10417.2,10428.4
broken_lower_bw40_w60_tol10_rt14_dp10_cd90,broken_lower,40.0,60.0,120.0,10.0,14.0,10,90,597879.7268,5.978797,-751.81,0.5177,0.208,2140,1.0,,,6932.8821,0.0,10417.2,10428.4
broken_lower_bw40_w60_tol10_rt16_dp10_cd60,broken_lower,40.0,60.0,120.0,10.0,16.0,10,60,597875.6487,5.978756,-751.81,0.5177,0.22,2139,1.0,,,6932.8821,0.0,10417.2,10428.4
broken_lower_bw40_w60_tol15_rt14_dp8_cd60,broken_lower,40.0,60.0,120.0,15.0,14.0,8,60,597591.5876,5.975916,-859.52,0.656,0.18,2143,1.0,,,6932.8821,0.0,10417.2,10428.4
broken_lower_bw40_w60_tol15_rt16_dp8_cd60,broken_lower,40.0,60.0,120.0,15.0,16.0,8,60,597508.1918,5.975082,-859.52,0.656,0.172,2139,1.0,,,6932.8821,0.0,10417.2,10428.4
broken_lower_bw40_w60_tol12p5_rt14_dp8_cd90,broken_lower,40.0,60.0,120.0,12.5,14.0,8,90,597265.5767,5.972656,-753.61,0.5972,0.208,2142,1.0,,,6932.8821,0.0,10417.2,10428.4
broken_lower_bw40_w60_tol15_rt14_dp10_cd60,broken_lower,40.0,60.0,120.0,15.0,14.0,10,60,596164.2248,5.961642,-859.52,0.656,0.148,2133,1.0,,,6932.8821,0.0,10417.2,10428.4
broken_lower_bw40_w60_tol12p5_rt14_dp10_cd90,broken_lower,40.0,60.0,120.0,12.5,14.0,10,90,595915.6763,5.959157,-753.07,0.5972,0.176,2131,1.0,,,6932.8821,0.0,10417.2,10428.4
broken_lower_bw40_w60_tol12p5_rt16_dp10_cd90,broken_lower,40.0,60.0,120.0,12.5,16.0,10,90,595328.283,5.953283,-753.07,0.5972,0.168,2126,1.0,,,6932.8821,0.0,10417.2,10428.4
broken_lower_bw40_w60_tol15_rt14_dp8_cd90,broken_lower,40.0,60.0,120.0,15.0,14.0,8,90,595051.5526,5.950516,-859.52,0.656,0.156,2133,1.0,,,6932.8821,0.0,10417.2,10428.4
broken_lower_bw40_w60_tol15_rt16_dp8_cd90,broken_lower,40.0,60.0,120.0,15.0,16.0,8,90,594968.1567,5.949682,-859.52,0.656,0.148,2129,1.0,,,6932.8821,0.0,10417.2,10428.4
broken_lower_bw40_w60_tol15_rt14_dp10_cd90,broken_lower,40.0,60.0,120.0,15.0,14.0,10,90,594772.6888,5.947727,-859.52,0.656,0.132,2128,1.0,,,6932.8821,0.0,10417.2,10428.4
broken_lower_bw40_w60_tol12p5_rt16_dp8_cd90,broken_lower,40.0,60.0,120.0,12.5,16.0,8,90,594724.4009,5.947244,-753.61,0.5972,0.184,2126,1.0,,,6932.8821,0.0,10417.2,10428.4
broken_lower_bw40_w60_tol15_rt16_dp10_cd90,broken_lower,40.0,60.0,120.0,15.0,16.0,10,90,594057.3639,5.940574,-859.52,0.656,0.128,2125,1.0,,,6932.8821,0.0,10417.2,10428.4
broken_lower_bw40_w60_tol15_rt16_dp10_cd60,broken_lower,40.0,60.0,120.0,15.0,16.0,10,60,593593.972,5.93594,-859.52,0.656,0.14,2124,1.0,,,6932.8821,0.0,10417.2,10428.4
broken_lower_bw40_w60_tol10_rt16_dp10_cd90,broken_lower,40.0,60.0,120.0,10.0,16.0,10,90,593460.9816,5.93461,-751.81,0.5177,0.196,2122,1.0,,,6932.8821,0.0,10417.2,10428.4
broken_lower_bw40_w60_tol15_rt18_dp8_cd60,broken_lower,40.0,60.0,120.0,15.0,18.0,8,60,592832.6126,5.928326,-859.52,0.656,0.156,2121,1.0,,,6932.8821,0.0,10417.2,10428.4
broken_lower_bw40_w60_tol10_rt16_dp8_cd90,broken_lower,40.0,60.0,120.0,10.0,16.0,8,90,592697.3402,5.926973,-752.35,0.5177,0.204,2120,1.0,,,6932.8821,0.0,10417.2,10428.4
broken_lower_bw40_w60_tol15_rt18_dp10_cd90,broken_lower,40.0,60.0,120.0,15.0,18.0,10,90,591286.5012,5.912865,-859.52,0.656,0.112,2114,1.0,,,6932.8821,0.0,10417.2,10428.4
broken_lower_bw40_w60_tol15_rt18_dp8_cd90,broken_lower,40.0,60.0,120.0,15.0,18.0,8,90,590899.216,5.908992,-859.52,0.656,0.136,2114,1.0,,,6932.8821,0.0,10417.2,10428.4
broken_lower_bw40_w60_tol15_rt18_dp10_cd60,broken_lower,40.0,60.0,120.0,15.0,18.0,10,60,590823.1093,5.908231,-859.52,0.656,0.124,2113,1.0,,,6932.8821,0.0,10417.2,10428.4
broken_lower_bw40_w60_tol12p5_rt18_dp8_cd60,broken_lower,40.0,60.0,120.0,12.5,18.0,8,60,590028.3583,5.900284,-734.61,0.5972,0.176,2109,1.0,,,6932.8821,0.0,10417.2,10428.4
broken_lower_bw40_w60_tol10_rt18_dp8_cd60,broken_lower,40.0,60.0,120.0,10.0,18.0,8,60,587465.9518,5.87466,-673.51,0.5177,0.192,2100,1.0,,,6932.8821,0.0,10417.2,10428.4
broken_lower_bw40_w60_tol12p5_rt18_dp8_cd90,broken_lower,40.0,60.0,120.0,12.5,18.0,8,90,586449.1899,5.864492,-753.61,0.5972,0.152,2096,1.0,,,6932.8821,0.0,10417.2,10428.4
broken_lower_bw40_w60_tol12p5_rt18_dp10_cd60,broken_lower,40.0,60.0,120.0,12.5,18.0,10,60,586288.6953,5.862887,-824.8699999999999,0.5972,0.148,2093,1.0,,,6932.8821,0.0,10417.2,10428.4
broken_lower_bw40_w60_tol12p5_rt18_dp10_cd90,broken_lower,40.0,60.0,120.0,12.5,18.0,10,90,585153.4604,5.851535,-824.8699999999999,0.5972,0.136,2089,1.0,,,6932.8821,0.0,10417.2,10428.4
broken_lower_bw40_w60_tol10_rt18_dp8_cd90,broken_lower,40.0,60.0,120.0,10.0,18.0,8,90,583371.8249,5.833718,-752.35,0.5177,0.164,2085,1.0,,,6932.8821,0.0,10417.2,10428.4
broken_lower_bw40_w60_tol10_rt18_dp10_cd60,broken_lower,40.0,60.0,120.0,10.0,18.0,10,60,582033.4789,5.820335,-825.22,0.5177,0.168,2079,1.0,,,6932.8821,0.0,10417.2,10428.4
broken_lower_bw40_w60_tol10_rt18_dp10_cd90,broken_lower,40.0,60.0,120.0,10.0,18.0,10,90,580095.1408,5.800951,-825.22,0.5177,0.152,2072,1.0,,,6932.8821,0.0,10417.2,10428.4
broken_upper_bw40_w80_tol10_rt14_dp8_cd60,broken_upper,40.0,80.0,160.0,10.0,14.0,8,60,574432.0619,5.744321,-1252.9,0.5177,0.524,1648,1.0,,,8321.4485,0.0,11473.2,11484.4
broken_upper_bw40_w80_tol10_rt14_dp8_cd90,broken_upper,40.0,80.0,160.0,10.0,14.0,8,90,565916.9639,5.65917,-1252.9,0.5177,0.428,1621,1.0,,,8321.4485,0.0,11473.2,11484.4
broken_upper_bw40_w80_tol12p5_rt14_dp8_cd60,broken_upper,40.0,80.0,160.0,12.5,14.0,8,60,565647.2986,5.656473,-1201.31,0.5972,0.388,1620,1.0,,,8020.727,0.0,11473.2,11484.4
broken_upper_bw40_w80_tol10_rt14_dp10_cd60,broken_upper,40.0,80.0,160.0,10.0,14.0,10,60,563920.3583,5.639204,-1252.9,0.5177,0.428,1614,1.0,,,8321.4485,0.0,11473.2,11484.4
broken_upper_bw40_w80_tol12p5_rt14_dp8_cd90,broken_upper,40.0,80.0,160.0,12.5,14.0,8,90,561572.9949,5.61573,-1201.31,0.5972,0.336,1607,1.0,,,8020.727,0.0,11473.2,11484.4
broken_upper_bw40_w80_tol12p5_rt16_dp8_cd60,broken_upper,40.0,80.0,160.0,12.5,16.0,8,60,561461.1923,5.614612,-1201.31,0.5972,0.348,1607,1.0,,,8020.727,0.0,11473.2,11484.4
broken_upper_bw40_w80_tol10_rt16_dp8_cd60,broken_upper,40.0,80.0,160.0,10.0,16.0,8,60,559984.1641,5.599842,-1252.9,0.5177,0.456,1606,1.0,,,8321.4485,0.0,11473.2,11484.4
broken_upper_bw40_w80_tol10_rt14_dp10_cd90,broken_upper,40.0,80.0,160.0,10.0,14.0,10,90,558693.0318,5.58693,-1252.9,0.5177,0.356,1597,1.0,,,8321.4485,0.0,11473.2,11484.4
broken_upper_bw40_w80_tol12p5_rt16_dp8_cd90,broken_upper,40.0,80.0,160.0,12.5,16.0,8,90,558603.5212,5.586035,-1201.31,0.5972,0.312,1598,1.0,,,8020.727,0.0,11473.2,11484.4
broken_upper_bw40_w80_tol12p5_rt14_dp10_cd60,broken_upper,40.0,80.0,160.0,12.5,14.0,10,60,557747.5854,5.577476,-1201.31,0.5972,0.304,1594,1.0,,,8020.727,0.0,11473.2,11484.4
broken_lower_bw40_w80_tol10_rt14_dp8_cd60,broken_lower,40.0,80.0,160.0,10.0,14.0,8,60,556792.0993,5.567921,-992.75,0.5177,0.516,1608,1.0,,,7952.2355,0.0,11473.2,11484.4
broken_upper_bw40_w80_tol10_rt16_dp10_cd60,broken_upper,40.0,80.0,160.0,10.0,16.0,10,60,555701.9409,5.557019,-1252.9,0.5177,0.38,1591,1.0,,,8321.4485,0.0,11473.2,11484.4
broken_lower_bw40_w80_tol12p5_rt14_dp8_cd60,broken_lower,40.0,80.0,160.0,12.5,14.0,8,60,555644.3307,5.556443,-1025.3999999999999,0.5972,0.388,1602,1.0,,,8026.7752,0.0,11473.2,11484.4
broken_upper_bw40_w80_tol12p5_rt14_dp10_cd90,broken_upper,40.0,80.0,160.0,12.5,14.0,10,90,554826.3533,5.548264,-1201.31,0.5972,0.272,1585,1.0,,,8020.727,0.0,11473.2,11484.4
broken_upper_bw40_w80_tol12p5_rt16_dp10_cd60,broken_upper,40.0,80.0,160.0,12.5,16.0,10,60,554683.165,5.546832,-1201.31,0.5972,0.28,1585,1.0,,,8020.727,0.0,11473.2,11484.4
broken_upper_bw40_w80_tol10_rt16_dp8_cd90,broken_upper,40.0,80.0,160.0,10.0,16.0,8,90,553163.519,5.531635,-1252.9,0.5177,0.376,1584,1.0,,,8321.4485,0.0,11473.2,11484.4
broken_upper_bw40_w80_tol12p5_rt18_dp8_cd60,broken_upper,40.0,80.0,160.0,12.5,18.0,8,60,552675.7443,5.526757,-1201.31,0.5972,0.316,1582,1.0,,,8020.727,0.0,11473.2,11484.4
broken_upper_bw40_w80_tol12p5_rt16_dp10_cd90,broken_upper,40.0,80.0,160.0,12.5,16.0,10,90,552461.235,5.524612,-1201.31,0.5972,0.256,1578,1.0,,,8020.727,0.0,11473.2,11484.4
broken_lower_bw40_w80_tol12p5_rt14_dp8_cd90,broken_lower,40.0,80.0,160.0,12.5,14.0,8,90,552362.509,5.523625,-1025.3999999999999,0.5972,0.336,1591,1.0,,,8026.7752,0.0,11473.2,11484.4
broken_lower_bw40_w80_tol12p5_rt16_dp8_cd60,broken_lower,40.0,80.0,160.0,12.5,16.0,8,60,552079.5101,5.520795,-1025.3999999999999,0.5972,0.348,1590,1.0,,,8026.7752,0.0,11473.2,11484.4
broken_upper_bw40_w80_tol10_rt16_dp10_cd90,broken_upper,40.0,80.0,160.0,10.0,16.0,10,90,551066.7484,5.510667,-1252.9,0.5177,0.328,1576,1.0,,,8321.4485,0.0,11473.2,11484.4
broken_lower_bw40_w80_tol12p5_rt16_dp8_cd90,broken_lower,40.0,80.0,160.0,12.5,16.0,8,90,549680.2433,5.496802,-1025.3999999999999,0.5972,0.312,1582,1.0,,,8026.7752,0.0,11473.2,11484.4
broken_lower_bw40_w80_tol10_rt14_dp8_cd90,broken_lower,40.0,80.0,160.0,10.0,14.0,8,90,549538.8521,5.495389,-992.75,0.5177,0.428,1584,1.0,,,7952.2355,0.0,11473.2,11484.4
broken_upper_bw40_w80_tol12p5_rt18_dp8_cd90,broken_upper,40.0,80.0,160.0,12.5,18.0,8,90,549376.9001,5.493769,-1201.31,0.5972,0.28,1572,1.0,,,8020.727,0.0,11473.2,11484.4
broken_lower_bw40_w80_tol10_rt16_dp8_cd60,broken_lower,40.0,80.0,160.0,10.0,16.0,8,60,548727.2689,5.487273,-992.75,0.5177,0.452,1583,1.0,,,7952.2355,0.0,11473.2,11484.4
broken_upper_bw40_w80_tol10_rt18_dp8_cd60,broken_upper,40.0,80.0,160.0,10.0,18.0,8,60,548241.2954,5.482413,-1252.9,0.5177,0.376,1571,1.0,,,8321.4485,0.0,11473.2,11484.4
broken_lower_bw40_w80_tol10_rt14_dp10_cd60,broken_lower,40.0,80.0,160.0,10.0,14.0,10,60,546148.1684,5.461482,-1048.78,0.5177,0.42,1574,1.0,,,7952.2355,0.0,11473.2,11484.4
broken_lower_bw40_w80_tol12p5_rt18_dp8_cd60,broken_lower,40.0,80.0,160.0,12.5,18.0,8,60,545424.3142,5.454243,-1050.56,0.5972,0.312,1570,1.0,,,8026.7752,0.0,11473.2,11484.4
broken_lower_bw40_w80_tol12p5_rt14_dp10_cd60,broken_lower,40.0,80.0,160.0,12.5,14.0,10,60,544196.1793,5.441962,-1050.56,0.5972,0.304,1566,1.0,,,8026.7752,0.0,11473.2,11484.4
broken_lower_bw40_w80_tol10_rt16_dp8_cd90,broken_lower,40.0,80.0,160.0,10.0,16.0,8,90,543681.5842,5.436816,-992.75,0.5177,0.38,1566,1.0,,,7952.2355,0.0,11473.2,11484.4
broken_upper_bw40_w80_tol10_rt18_dp8_cd90,broken_upper,40.0,80.0,160.0,10.0,18.0,8,90,543167.7698,5.431678,-1252.9,0.5177,0.32,1555,1.0,,,8321.4485,0.0,11473.2,11484.4
broken_lower_bw40_w80_tol12p5_rt18_dp8_cd90,broken_lower,40.0,80.0,160.0,12.5,18.0,8,90,543072.8066,5.430728,-1050.56,0.5972,0.276,1562,1.0,,,8026.7752,0.0,11473.2,11484.4
broken_upper_bw40_w80_tol12p5_rt18_dp10_cd60,broken_upper,40.0,80.0,160.0,12.5,18.0,10,60,542529.8981,5.425299,-1201.31,0.5972,0.24,1550,1.0,,,8020.727,0.0,11473.2,11484.4
broken_lower_bw40_w80_tol12p5_rt14_dp10_cd90,broken_lower,40.0,80.0,160.0,12.5,14.0,10,90,542200.1742,5.422002,-1050.56,0.5972,0.272,1559,1.0,,,8026.7752,0.0,11473.2,11484.4
broken_lower_bw40_w80_tol12p5_rt16_dp10_cd60,broken_lower,40.0,80.0,160.0,12.5,16.0,10,60,542073.351,5.420734,-1050.56,0.5972,0.28,1559,1.0,,,8026.7752,0.0,11473.2,11484.4
broken_lower_bw40_w80_tol10_rt16_dp10_cd60,broken_lower,40.0,80.0,160.0,10.0,16.0,10,60,541949.1447,5.419491,-1050.56,0.5177,0.372,1561,1.0,,,7952.2355,0.0,11473.2,11484.4
broken_lower_bw40_w80_tol10_rt14_dp10_cd90,broken_lower,40.0,80.0,160.0,10.0,14.0,10,90,541397.3782,5.413974,-1048.78,0.5177,0.352,1558,1.0,,,7952.2355,0.0,11473.2,11484.4
broken_upper_bw40_w80_tol12p5_rt18_dp10_cd90,broken_upper,40.0,80.0,160.0,12.5,18.0,10,90,541337.6564,5.413377,-1201.31,0.5972,0.22,1546,1.0,,,8020.727,0.0,11473.2,11484.4
broken_lower_bw40_w80_tol12p5_rt16_dp10_cd90,broken_lower,40.0,80.0,160.0,12.5,16.0,10,90,540238.4743,5.402385,-1050.56,0.5972,0.256,1553,1.0,,,8026.7752,0.0,11473.2,11484.4
broken_lower_bw40_w80_tol10_rt18_dp8_cd60,broken_lower,40.0,80.0,160.0,10.0,18.0,8,60,539182.0314,5.39182,-1050.56,0.5177,0.364,1553,1.0,,,7952.2355,0.0,11473.2,11484.4
broken_upper_bw40_w80_tol15_rt14_dp8_cd60,broken_upper,40.0,80.0,160.0,15.0,14.0,8,60,538797.5593,5.387976,-1307.94,0.656,0.272,1546,0.999353,55834.952332,,7645.2057,0.0,11473.2,11484.4
broken_lower_bw40_w80_tol15_rt14_dp8_cd60,broken_lower,40.0,80.0,160.0,15.0,14.0,8,60,538435.4146,5.384354,-1028.57,0.656,0.276,1552,1.0,,,8026.7752,0.0,11473.2,11484.4
broken_upper_bw40_w80_tol15_rt16_dp8_cd60,broken_upper,40.0,80.0,160.0,15.0,16.0,8,60,538344.781,5.383448,-1307.94,0.656,0.264,1544,0.999352,55788.033161,,7645.2057,0.0,11473.2,11484.4
broken_lower_bw40_w80_tol10_rt16_dp10_cd90,broken_lower,40.0,80.0,160.0,10.0,16.0,10,90,538272.7994,5.382728,-1050.56,0.5177,0.324,1549,1.0,,,7952.2355,0.0,11473.2,11484.4
