config_name,wing_mode,broken_wing_extra_width,butterfly_width,coverage_band_width,center_tolerance,recenter_threshold,drift_persistence_bars,rebuild_cooldown_minutes,net_dollar_pnl,return_on_capital,max_drawdown_dollars,corridor_occupancy_rate,average_rebuilds_per_day,closed_layers,win_rate_by_closed_layer,profit_factor_by_closed_layer,profit_factor_by_day,best_day_pnl_dollars,worst_day_pnl_dollars,max_gross_deployment_dollars,max_modeled_capital_at_risk_dollars
broken_lower_bw20_w100_tol12p5_rt14_dp8_cd90,broken_lower,20.0,100.0,200.0,12.5,14.0,8,90,174050.8114,1.740508,-1578.19,0.5972,0.432,562,1.0,,,2555.9647,0.0,8913.2,8924.4
broken_upper_bw20_w100_tol12p5_rt16_dp8_cd60,broken_upper,20.0,100.0,200.0,12.5,16.0,8,60,173700.7182,1.737007,-1522.45,0.5972,0.452,561,1.0,,,2803.8759,0.0,8913.2,8924.4
broken_lower_bw20_w100_tol12p5_rt16_dp8_cd60,broken_lower,20.0,100.0,200.0,12.5,16.0,8,60,173528.1508,1.735282,-1578.19,0.5972,0.452,561,1.0,,,3000.5185,0.0,8913.2,8924.4
broken_upper_bw20_w100_tol10_rt16_dp10_cd90,broken_upper,20.0,100.0,200.0,10.0,16.0,10,90,172937.962,1.72938,-1627.9299999999998,0.5177,0.416,555,1.0,,,2564.3274,0.0,8913.2,8924.4
broken_lower_bw20_w100_tol10_rt16_dp10_cd90,broken_lower,20.0,100.0,200.0,10.0,16.0,10,90,172778.6227,1.727786,-1550.06,0.5177,0.416,555,1.0,,,2740.4061,0.0,8913.2,8924.4
broken_lower_bw20_w100_tol10_rt18_dp8_cd90,broken_lower,20.0,100.0,200.0,10.0,18.0,8,90,171976.4338,1.719764,-1550.06,0.5177,0.432,553,1.0,,,2711.5859,0.0,8913.2,8924.4
broken_upper_bw20_w100_tol10_rt18_dp8_cd90,broken_upper,20.0,100.0,200.0,10.0,18.0,8,90,171931.1215,1.719311,-1609.13,0.5177,0.432,553,1.0,,,2530.185,0.0,8913.2,8924.4
broken_upper_bw20_w100_tol12p5_rt16_dp8_cd90,broken_upper,20.0,100.0,200.0,12.5,16.0,8,90,170808.7684,1.708088,-1522.45,0.5972,0.408,551,1.0,,,2528.6054,0.0,8913.2,8924.4
broken_lower_bw20_w100_tol12p5_rt16_dp8_cd90,broken_lower,20.0,100.0,200.0,12.5,16.0,8,90,170714.8523,1.707149,-1578.19,0.5972,0.408,551,1.0,,,2710.0351,0.0,8913.2,8924.4
broken_upper_bw20_w100_tol12p5_rt14_dp10_cd60,broken_upper,20.0,100.0,200.0,12.5,14.0,10,60,169286.7122,1.692867,-1627.9299999999998,0.5972,0.38,543,1.0,,,2854.987,0.0,8913.2,8924.4
broken_upper_bw20_w100_tol12p5_rt18_dp8_cd60,broken_upper,20.0,100.0,200.0,12.5,18.0,8,60,169249.566,1.692496,-1522.45,0.5972,0.416,547,1.0,,,2801.7087,0.0,8913.2,8924.4
broken_lower_bw20_w100_tol12p5_rt18_dp8_cd60,broken_lower,20.0,100.0,200.0,12.5,18.0,8,60,169169.7077,1.691697,-1578.19,0.5972,0.416,547,1.0,,,2998.7125,0.0,8913.2,8924.4
broken_lower_bw20_w100_tol12p5_rt14_dp10_cd60,broken_lower,20.0,100.0,200.0,12.5,14.0,10,60,169091.4044,1.690914,-1578.19,0.5972,0.38,543,1.0,,,3043.4793,0.0,8913.2,8924.4
broken_upper_bw20_w100_tol10_rt18_dp10_cd60,broken_upper,20.0,100.0,200.0,10.0,18.0,10,60,167535.8832,1.675359,-1627.9299999999998,0.5177,0.388,539,1.0,,,2857.5278,0.0,8913.2,8924.4
broken_lower_bw20_w100_tol10_rt18_dp10_cd60,broken_lower,20.0,100.0,200.0,10.0,18.0,10,60,167442.64,1.674426,-1550.06,0.5177,0.388,539,1.0,,,3046.0152,0.0,8913.2,8924.4
broken_upper_bw20_w100_tol12p5_rt18_dp8_cd90,broken_upper,20.0,100.0,200.0,12.5,18.0,8,90,166149.1519,1.661492,-1522.45,0.5972,0.368,536,1.0,,,2528.6054,0.0,8913.2,8924.4
broken_lower_bw20_w100_tol12p5_rt18_dp8_cd90,broken_lower,20.0,100.0,200.0,12.5,18.0,8,90,166137.8968,1.661379,-1578.19,0.5972,0.368,536,1.0,,,2710.0351,0.0,8913.2,8924.4
broken_upper_bw20_w100_tol12p5_rt14_dp10_cd90,broken_upper,20.0,100.0,200.0,12.5,14.0,10,90,166041.4804,1.660415,-1627.9299999999998,0.5972,0.336,532,1.0,,,2562.7283,0.0,8913.2,8924.4
broken_lower_bw20_w100_tol12p5_rt14_dp10_cd90,broken_lower,20.0,100.0,200.0,12.5,14.0,10,90,165915.6657,1.659157,-1578.19,0.5972,0.336,532,1.0,,,2738.8391,0.0,8913.2,8924.4
broken_upper_bw20_w100_tol12p5_rt16_dp10_cd60,broken_upper,20.0,100.0,200.0,12.5,16.0,10,60,165060.9225,1.650609,-1627.9299999999998,0.5972,0.348,530,1.0,,,2854.987,0.0,8913.2,8924.4
broken_upper_bw20_w100_tol10_rt18_dp10_cd90,broken_upper,20.0,100.0,200.0,10.0,18.0,10,90,164959.4333,1.649594,-1627.9299999999998,0.5177,0.352,530,1.0,,,2564.3274,0.0,8913.2,8924.4
broken_lower_bw20_w100_tol12p5_rt16_dp10_cd60,broken_lower,20.0,100.0,200.0,12.5,16.0,10,60,164916.223,1.649162,-1578.19,0.5972,0.348,530,1.0,,,3043.4793,0.0,8913.2,8924.4
broken_lower_bw20_w100_tol10_rt18_dp10_cd90,broken_lower,20.0,100.0,200.0,10.0,18.0,10,90,164892.6208,1.648926,-1550.06,0.5177,0.352,530,1.0,,,2740.4061,0.0,8913.2,8924.4
broken_upper_bw20_w100_tol12p5_rt16_dp10_cd90,broken_upper,20.0,100.0,200.0,12.5,16.0,10,90,162704.7564,1.627048,-1627.9299999999998,0.5972,0.316,522,1.0,,,2562.7283,0.0,8913.2,8924.4
broken_lower_bw20_w100_tol12p5_rt16_dp10_cd90,broken_lower,20.0,100.0,200.0,12.5,16.0,10,90,162600.415,1.626004,-1578.19,0.5972,0.316,522,1.0,,,2738.8391,0.0,8913.2,8924.4
broken_upper_bw20_w100_tol15_rt14_dp8_cd60,broken_upper,20.0,100.0,200.0,15.0,14.0,8,60,162557.9891,1.62558,-1627.9299999999998,0.656,0.344,525,1.0,,,2106.1167,0.0,8913.2,8924.4
broken_lower_bw20_w100_tol15_rt14_dp8_cd60,broken_lower,20.0,100.0,200.0,15.0,14.0,8,60,162249.2681,1.622493,-1578.19,0.656,0.344,525,1.0,,,2284.3091,0.0,8913.2,8924.4
broken_upper_bw20_w100_tol15_rt16_dp8_cd60,broken_upper,20.0,100.0,200.0,15.0,16.0,8,60,161159.0997,1.611591,-1627.9299999999998,0.656,0.332,520,1.0,,,2278.1376,0.0,8913.2,8924.4
broken_lower_bw20_w100_tol15_rt16_dp8_cd60,broken_lower,20.0,100.0,200.0,15.0,16.0,8,60,160884.8717,1.608849,-1578.19,0.656,0.332,520,1.0,,,2438.3796,0.0,8913.2,8924.4
broken_upper_bw20_w100_tol12p5_rt18_dp10_cd60,broken_upper,20.0,100.0,200.0,12.5,18.0,10,60,160572.3354,1.605723,-1627.9299999999998,0.5972,0.308,516,1.0,,,2854.987,0.0,8913.2,8924.4
broken_lower_bw20_w100_tol12p5_rt18_dp10_cd60,broken_lower,20.0,100.0,200.0,12.5,18.0,10,60,160501.0265,1.60501,-1578.19,0.5972,0.308,516,1.0,,,3043.4793,0.0,8913.2,8924.4
broken_upper_bw20_w100_tol15_rt14_dp8_cd90,broken_upper,20.0,100.0,200.0,15.0,14.0,8,90,159726.8832,1.597269,-1627.9299999999998,0.656,0.304,515,1.0,,,1944.5314,0.0,8913.2,8924.4
broken_lower_bw20_w100_tol15_rt14_dp8_cd90,broken_lower,20.0,100.0,200.0,15.0,14.0,8,90,159490.2519,1.594903,-1578.19,0.656,0.304,515,1.0,,,1990.7109,0.0,8913.2,8924.4
broken_upper_bw20_w100_tol12p5_rt18_dp10_cd90,broken_upper,20.0,100.0,200.0,12.5,18.0,10,90,158541.0763,1.585411,-1627.9299999999998,0.5972,0.28,509,1.0,,,2562.7283,0.0,8913.2,8924.4
broken_lower_bw20_w100_tol12p5_rt18_dp10_cd90,broken_lower,20.0,100.0,200.0,12.5,18.0,10,90,158502.0184,1.58502,-1578.19,0.5972,0.28,509,1.0,,,2738.8391,0.0,8913.2,8924.4
broken_upper_bw20_w100_tol15_rt16_dp8_cd90,broken_upper,20.0,100.0,200.0,15.0,16.0,8,90,158278.5994,1.582786,-1627.9299999999998,0.656,0.292,510,1.0,,,1999.1291,0.0,8913.2,8924.4
broken_lower_bw20_w100_tol15_rt16_dp8_cd90,broken_lower,20.0,100.0,200.0,15.0,16.0,8,90,158084.6934,1.580847,-1578.19,0.656,0.292,510,1.0,,,2144.7813,0.0,8913.2,8924.4
broken_upper_bw20_w100_tol15_rt18_dp8_cd60,broken_upper,20.0,100.0,200.0,15.0,18.0,8,60,157244.9197,1.572449,-1627.9299999999998,0.656,0.304,507,1.0,,,2275.986,0.0,8913.2,8924.4
broken_lower_bw20_w100_tol15_rt18_dp8_cd60,broken_lower,20.0,100.0,200.0,15.0,18.0,8,60,156978.6316,1.569786,-1578.19,0.656,0.304,507,1.0,,,2436.5866,0.0,8913.2,8924.4
broken_upper_bw20_w100_tol15_rt14_dp10_cd60,broken_upper,20.0,100.0,200.0,15.0,14.0,10,60,155188.9163,1.551889,-1719.12,0.656,0.272,497,0.997988,9060.480444,15566.428241,2300.9075,-9.9701,8913.2,8924.4
broken_lower_bw20_w100_tol15_rt14_dp10_cd60,broken_lower,20.0,100.0,200.0,15.0,14.0,10,60,154774.93,1.547749,-1586.63,0.656,0.272,497,1.0,,,2457.3545,0.0,8913.2,8924.4
broken_upper_bw20_w100_tol15_rt18_dp8_cd90,broken_upper,20.0,100.0,200.0,15.0,18.0,8,90,154661.6222,1.546616,-1627.9299999999998,0.656,0.268,498,1.0,,,1999.1291,0.0,8913.2,8924.4
broken_upper_bw20_w100_tol15_rt16_dp10_cd60,broken_upper,20.0,100.0,200.0,15.0,16.0,10,60,154608.2747,1.546083,-1719.12,0.656,0.264,495,0.99798,9026.584939,15508.189957,2300.9075,-9.9701,8913.2,8924.4
broken_lower_bw20_w100_tol15_rt18_dp8_cd90,broken_lower,20.0,100.0,200.0,15.0,18.0,8,90,154461.2193,1.544612,-1578.19,0.656,0.268,498,1.0,,,2144.7813,0.0,8913.2,8924.4
broken_lower_bw20_w100_tol15_rt16_dp10_cd60,broken_lower,20.0,100.0,200.0,15.0,16.0,10,60,154221.4291,1.542214,-1586.63,0.656,0.264,495,1.0,,,2457.3545,0.0,8913.2,8924.4
broken_upper_bw20_w100_tol15_rt18_dp10_cd60,broken_upper,20.0,100.0,200.0,15.0,18.0,10,60,152868.8299,1.528688,-1719.12,0.656,0.244,489,0.997955,8925.040864,15333.723875,2300.9075,-9.9701,8913.2,8924.4
broken_upper_bw20_w100_tol15_rt14_dp10_cd90,broken_upper,20.0,100.0,200.0,15.0,14.0,10,90,152849.5208,1.528495,-1719.12,0.656,0.24,489,0.997955,8923.911851,15331.787174,2005.9828,-9.9701,8913.2,8924.4
broken_upper_bw20_w100_tol15_rt16_dp10_cd90,broken_upper,20.0,100.0,200.0,15.0,16.0,10,90,152565.1938,1.525652,-1719.12,0.656,0.236,488,0.997951,8907.314069,15303.269211,2005.9828,-9.9701,8913.2,8924.4
broken_lower_bw20_w100_tol15_rt18_dp10_cd60,broken_lower,20.0,100.0,200.0,15.0,18.0,10,60,152512.0089,1.52512,-1586.63,0.656,0.244,489,1.0,,,2457.3545,0.0,8913.2,8924.4
broken_lower_bw20_w100_tol15_rt14_dp10_cd90,broken_lower,20.0,100.0,200.0,15.0,14.0,10,90,152480.3322,1.524803,-1586.63,0.656,0.24,489,1.0,,,2150.4927,0.0,8913.2,8924.4
broken_lower_bw20_w100_tol15_rt16_dp10_cd90,broken_lower,20.0,100.0,200.0,15.0,16.0,10,90,152209.0995,1.522091,-1586.63,0.656,0.236,488,1.0,,,2150.4927,0.0,8913.2,8924.4
broken_upper_bw20_w100_tol15_rt18_dp10_cd90,broken_upper,20.0,100.0,200.0,15.0,18.0,10,90,151146.9024,1.511469,-1719.12,0.656,0.22,483,0.99793,8824.517805,15161.014771,2005.9828,-9.9701,8913.2,8924.4
broken_lower_bw20_w100_tol15_rt18_dp10_cd90,broken_lower,20.0,100.0,200.0,15.0,18.0,10,90,150811.8667,1.508119,-1586.63,0.656,0.22,483,1.0,,,2150.4927,0.0,8913.2,8924.4
broken_upper_bw20_w80_tol10_rt14_dp8_cd60,broken_upper,20.0,80.0,160.0,10.0,14.0,8,60,150769.2789,1.507693,-1412.02,0.5177,0.664,625,0.9968,5554.198527,15809.86014,1968.7141,-9.537,7857.2,7868.4
broken_lower_bw20_w80_tol10_rt14_dp8_cd60,broken_lower,20.0,80.0,160.0,10.0,14.0,8,60,150430.023,1.5043,-1353.3400000000001,0.5177,0.664,625,1.0,,,2229.5346,0.0,7857.2,7868.4
symmetric_bw0_w100_tol10_rt14_dp8_cd60,symmetric,0.0,100.0,200.0,10.0,14.0,8,60,146941.4088,1.469414,-1618.9900000000002,0.5177,0.664,625,0.9984,133584.127273,,2107.826,0.0,7945.8,7962.6
broken_upper_bw20_w80_tol10_rt14_dp8_cd90,broken_upper,20.0,80.0,160.0,10.0,14.0,8,90,145252.7828,1.452528,-1412.02,0.5177,0.56,601,0.996672,5351.012891,15231.429869,1821.6398,-9.537,7857.2,7868.4
broken_lower_bw20_w80_tol10_rt14_dp8_cd90,broken_lower,20.0,80.0,160.0,10.0,14.0,8,90,144985.0207,1.44985,-1353.3400000000001,0.5177,0.56,601,1.0,,,1998.4421,0.0,7857.2,7868.4
broken_upper_bw20_w80_tol10_rt16_dp8_cd60,broken_upper,20.0,80.0,160.0,10.0,16.0,8,60,144915.8154,1.449158,-1412.02,0.5177,0.588,601,0.996672,5338.603315,15196.097268,2141.801,-9.537,7857.2,7868.4
broken_lower_bw20_w80_tol10_rt16_dp8_cd60,broken_lower,20.0,80.0,160.0,10.0,16.0,8,60,144748.8821,1.447489,-1353.3400000000001,0.5177,0.588,601,1.0,,,2380.8341,0.0,7857.2,7868.4
broken_upper_bw20_w80_tol10_rt14_dp10_cd60,broken_upper,20.0,80.0,160.0,10.0,14.0,10,60,143187.812,1.431878,-1432.32,0.5177,0.536,591,0.994924,2972.93545,3588.124691,2193.8852,-30.3801,7857.2,7868.4
broken_lower_bw20_w80_tol10_rt14_dp10_cd60,broken_lower,20.0,80.0,160.0,10.0,14.0,10,60,142773.88,1.427739,-1353.3400000000001,0.5177,0.536,591,1.0,,,2423.0388,0.0,7857.2,7868.4
symmetric_bw0_w100_tol10_rt14_dp8_cd90,symmetric,0.0,100.0,200.0,10.0,14.0,8,90,141724.0223,1.41724,-1618.9900000000002,0.5177,0.56,601,0.998336,128841.0,,2006.4926,0.0,7945.8,7962.6
symmetric_bw0_w100_tol10_rt16_dp8_cd60,symmetric,0.0,100.0,200.0,10.0,16.0,8,60,141433.523,1.414335,-1618.9900000000002,0.5177,0.588,601,0.998336,128576.936364,,2275.7454,0.0,7945.8,7962.6
broken_upper_bw20_w80_tol10_rt16_dp8_cd90,broken_upper,20.0,80.0,160.0,10.0,16.0,8,90,139997.9634,1.39998,-1412.02,0.5177,0.5,580,0.996552,5157.467035,14680.437614,1929.2034,-9.537,7857.2,7868.4
broken_lower_bw20_w80_tol10_rt16_dp8_cd90,broken_lower,20.0,80.0,160.0,10.0,16.0,8,90,139877.0043,1.39877,-1353.3400000000001,0.5177,0.5,580,1.0,,,2149.7416,0.0,7857.2,7868.4
symmetric_bw0_w100_tol10_rt14_dp10_cd60,symmetric,0.0,100.0,200.0,10.0,14.0,10,60,139720.8901,1.397209,-1637.18,0.5177,0.536,591,0.996616,12322.07231,,2324.9558,0.0,7945.8,7962.6
broken_upper_bw20_w80_tol10_rt14_dp10_cd90,broken_upper,20.0,80.0,160.0,10.0,14.0,10,90,138349.2614,1.383493,-1432.32,0.5177,0.456,571,0.994746,2872.509132,3466.909875,1963.3463,-30.3801,7857.2,7868.4
broken_upper_bw20_w80_tol12p5_rt14_dp8_cd60,broken_upper,20.0,80.0,160.0,12.5,14.0,8,60,138100.9308,1.381009,-1318.15,0.5972,0.496,576,0.998264,14121.742331,,1967.1208,0.0,7857.2,7868.4
broken_lower_bw20_w80_tol10_rt14_dp10_cd90,broken_lower,20.0,80.0,160.0,10.0,14.0,10,90,138066.4598,1.380665,-1353.3400000000001,0.5177,0.456,571,1.0,,,2177.414,0.0,7857.2,7868.4
broken_lower_bw20_w80_tol12p5_rt14_dp8_cd60,broken_lower,20.0,80.0,160.0,12.5,14.0,8,60,137808.1624,1.378082,-1380.48,0.5972,0.496,576,0.998264,6090.623509,7100.720454,2228.0122,-19.4104,7857.2,7868.4
broken_upper_bw20_w80_tol10_rt16_dp10_cd60,broken_upper,20.0,80.0,160.0,10.0,16.0,10,60,137512.896,1.375129,-1432.32,0.5177,0.476,570,0.994737,2855.149855,3445.957345,2193.8852,-30.3801,7857.2,7868.4
broken_lower_bw20_w80_tol10_rt16_dp10_cd60,broken_lower,20.0,80.0,160.0,10.0,16.0,10,60,137247.1513,1.372472,-1353.3400000000001,0.5177,0.476,570,1.0,,,2423.0388,0.0,7857.2,7868.4
symmetric_bw0_w100_tol10_rt16_dp8_cd90,symmetric,0.0,100.0,200.0,10.0,16.0,8,90,136765.5286,1.367655,-1618.9900000000002,0.5177,0.5,580,0.998276,124333.327273,,2065.0583,0.0,7945.8,7962.6
broken_lower_bw20_w80_tol10_rt18_dp8_cd60,broken_lower,20.0,80.0,160.0,10.0,18.0,8,60,136393.8021,1.363938,-1353.3400000000001,0.5177,0.496,568,1.0,,,2379.0776,0.0,7857.2,7868.4
broken_upper_bw20_w80_tol10_rt18_dp8_cd60,broken_upper,20.0,80.0,160.0,10.0,18.0,8,60,136375.2245,1.363752,-1412.02,0.5177,0.496,568,0.996479,5024.031676,14300.576583,2139.6053,-9.537,7857.2,7868.4
symmetric_bw0_w100_tol10_rt14_dp10_cd90,symmetric,0.0,100.0,200.0,10.0,14.0,10,90,135159.8586,1.351599,-1637.18,0.5177,0.456,571,0.996497,11919.868607,,2097.3242,0.0,7945.8,7962.6
symmetric_bw0_w100_tol12p5_rt14_dp8_cd60,symmetric,0.0,100.0,200.0,12.5,14.0,8,60,134831.8428,1.348318,-1590.3600000000001,0.5972,0.496,576,0.998264,19684.487591,,2106.034,0.0,7945.8,7962.6
broken_upper_bw20_w80_tol12p5_rt14_dp8_cd90,broken_upper,20.0,80.0,160.0,12.5,14.0,8,90,134708.4218,1.347084,-1318.15,0.5972,0.432,562,0.998221,13774.855828,,1803.0741,0.0,7857.2,7868.4
broken_lower_bw20_w80_tol12p5_rt14_dp8_cd90,broken_lower,20.0,80.0,160.0,12.5,14.0,8,90,134502.9099,1.345029,-1380.48,0.5972,0.432,562,0.998221,5944.566505,6930.437587,1996.9197,-19.4104,7857.2,7868.4
symmetric_bw0_w100_tol10_rt16_dp10_cd60,symmetric,0.0,100.0,200.0,10.0,16.0,10,60,134325.5047,1.343255,-1637.18,0.5177,0.476,570,0.996491,11846.28836,,2324.9558,0.0,7945.8,7962.6
broken_upper_bw20_w80_tol12p5_rt16_dp8_cd60,broken_upper,20.0,80.0,160.0,12.5,16.0,8,60,134256.0298,1.34256,-1318.15,0.5972,0.452,561,0.998217,13728.605317,,2140.5019,0.0,7857.2,7868.4
broken_lower_bw20_w80_tol12p5_rt16_dp8_cd60,broken_lower,20.0,80.0,160.0,12.5,16.0,8,60,134046.231,1.340462,-1380.48,0.5972,0.452,561,0.998217,5924.384887,6906.910011,2379.57,-19.4104,7857.2,7868.4
broken_upper_bw20_w80_tol10_rt16_dp10_cd90,broken_upper,20.0,80.0,160.0,10.0,16.0,10,90,133897.4145,1.338974,-1432.32,0.5177,0.416,555,0.994595,2780.108551,3355.382716,1963.3463,-30.3801,7857.2,7868.4
broken_lower_bw20_w80_tol10_rt16_dp10_cd90,broken_lower,20.0,80.0,160.0,10.0,16.0,10,90,133703.6978,1.337037,-1353.3400000000001,0.5177,0.416,555,1.0,,,2177.414,0.0,7857.2,7868.4
symmetric_bw0_w100_tol10_rt18_dp8_cd60,symmetric,0.0,100.0,200.0,10.0,18.0,8,60,133321.8777,1.333219,-1618.9900000000002,0.5177,0.496,568,0.998239,121202.709091,,2273.6974,0.0,7945.8,7962.6
broken_lower_bw20_w80_tol10_rt18_dp8_cd90,broken_lower,20.0,80.0,160.0,10.0,18.0,8,90,133064.1295,1.330641,-1353.3400000000001,0.5177,0.432,553,1.0,,,2149.7416,0.0,7857.2,7868.4
broken_upper_bw20_w80_tol10_rt18_dp8_cd90,broken_upper,20.0,80.0,160.0,10.0,18.0,8,90,133009.041,1.33009,-1412.02,0.5177,0.432,553,0.996383,4900.048619,13947.616595,1929.2034,-9.537,7857.2,7868.4
broken_upper_bw20_w80_tol12p5_rt16_dp8_cd90,broken_upper,20.0,80.0,160.0,12.5,16.0,8,90,131964.4131,1.319644,-1318.15,0.5972,0.408,551,0.998185,13494.287321,,1927.9044,0.0,7857.2,7868.4
broken_lower_bw20_w80_tol12p5_rt16_dp8_cd90,broken_lower,20.0,80.0,160.0,12.5,16.0,8,90,131850.2345,1.318502,-1380.48,0.5972,0.408,551,0.998185,5827.345559,6793.774757,2148.4775,-19.4104,7857.2,7868.4
symmetric_bw0_w100_tol12p5_rt14_dp8_cd90,symmetric,0.0,100.0,200.0,12.5,14.0,8,90,131632.171,1.316322,-1590.3600000000001,0.5972,0.432,562,0.998221,19217.383942,,1984.8451,0.0,7945.8,7962.6
symmetric_bw0_w100_tol12p5_rt16_dp8_cd60,symmetric,0.0,100.0,200.0,12.5,16.0,8,60,131177.9942,1.31178,-1590.3600000000001,0.5972,0.452,561,0.998217,19151.083212,,2274.2602,0.0,7945.8,7962.6
broken_upper_bw20_w80_tol12p5_rt14_dp10_cd60,broken_upper,20.0,80.0,160.0,12.5,14.0,10,60,130912.0513,1.309121,-1432.32,0.5972,0.38,543,0.996317,4310.148453,4310.132083,2191.8361,-30.3801,7857.2,7868.4
symmetric_bw0_w100_tol10_rt16_dp10_cd90,symmetric,0.0,100.0,200.0,10.0,16.0,10,90,130904.8096,1.309048,-1637.18,0.5177,0.416,555,0.996396,11544.641093,,2097.3242,0.0,7945.8,7962.6
broken_lower_bw20_w80_tol12p5_rt14_dp10_cd60,broken_lower,20.0,80.0,160.0,12.5,14.0,10,60,130674.6059,1.306746,-1380.48,0.5972,0.38,543,0.998158,5775.39726,6733.207703,2420.9956,-19.4104,7857.2,7868.4
broken_upper_bw20_w80_tol12p5_rt18_dp8_cd60,broken_upper,20.0,80.0,160.0,12.5,18.0,8,60,130643.5379,1.306435,-1318.15,0.5972,0.416,547,0.998172,13359.224949,,2138.3063,0.0,7857.2,7868.4
broken_lower_bw20_w80_tol12p5_rt18_dp8_cd60,broken_lower,20.0,80.0,160.0,12.5,18.0,8,60,130546.4501,1.305465,-1380.48,0.5972,0.416,547,0.998172,5769.733981,6726.605261,2377.8136,-19.4104,7857.2,7868.4
symmetric_bw0_w100_tol10_rt18_dp8_cd90,symmetric,0.0,100.0,200.0,10.0,18.0,8,90,130141.9715,1.30142,-1618.9900000000002,0.5177,0.432,553,0.998192,118311.9,,2065.0583,0.0,7945.8,7962.6
broken_upper_bw20_w80_tol10_rt18_dp10_cd60,broken_upper,20.0,80.0,160.0,10.0,18.0,10,60,129452.4944,1.294525,-1432.32,0.5177,0.388,539,0.994434,2687.852636,3244.029086,2193.8852,-30.3801,7857.2,7868.4
broken_lower_bw20_w80_tol10_rt18_dp10_cd60,broken_lower,20.0,80.0,160.0,10.0,18.0,10,60,129339.1339,1.293391,-1353.3400000000001,0.5177,0.388,539,1.0,,,2423.0388,0.0,7857.2,7868.4
symmetric_bw0_w100_tol12p5_rt16_dp8_cd90,symmetric,0.0,100.0,200.0,12.5,16.0,8,90,129045.7701,1.290458,-1590.3600000000001,0.5972,0.408,551,0.998185,18839.813139,,2063.5731,0.0,7945.8,7962.6
broken_upper_bw20_w80_tol12p5_rt14_dp10_cd90,broken_upper,20.0,80.0,160.0,12.5,14.0,10,90,128331.1974,1.283312,-1432.32,0.5972,0.336,532,0.996241,4225.196511,4225.180086,1962.0274,-30.3801,7857.2,7868.4
broken_upper_bw20_w80_tol12p5_rt18_dp8_cd90,broken_upper,20.0,80.0,160.0,12.5,18.0,8,90,128205.6121,1.282056,-1318.15,0.5972,0.368,536,0.998134,13109.949898,,1927.9044,0.0,7857.2,7868.4
broken_lower_bw20_w80_tol12p5_rt18_dp8_cd90,broken_lower,20.0,80.0,160.0,12.5,18.0,8,90,128191.9288,1.281919,-1380.48,0.5972,0.368,536,0.998134,5665.690234,6605.302988,2148.4775,-19.4104,7857.2,7868.4
broken_lower_bw20_w80_tol12p5_rt14_dp10_cd90,broken_lower,20.0,80.0,160.0,12.5,14.0,10,90,128178.2382,1.281782,-1380.48,0.5972,0.336,532,0.99812,5665.083517,6604.597665,2176.1341,-19.4104,7857.2,7868.4
symmetric_bw0_w100_tol12p5_rt14_dp10_cd60,symmetric,0.0,100.0,200.0,12.5,14.0,10,60,128059.8479,1.280598,-1637.18,0.5972,0.38,543,0.996317,7494.262142,,2322.5622,0.0,7945.8,7962.6
symmetric_bw0_w100_tol12p5_rt18_dp8_cd60,symmetric,0.0,100.0,200.0,12.5,18.0,8,60,127766.2982,1.277663,-1590.3600000000001,0.5972,0.416,547,0.998172,18653.023358,,2272.2122,0.0,7945.8,7962.6
broken_upper_bw20_w80_tol12p5_rt16_dp10_cd60,broken_upper,20.0,80.0,160.0,12.5,16.0,10,60,127475.5627,1.274756,-1432.32,0.5972,0.348,530,0.996226,4197.032587,4197.015811,2191.8361,-30.3801,7857.2,7868.4
broken_upper_bw20_w80_tol10_rt18_dp10_cd90,broken_upper,20.0,80.0,160.0,10.0,18.0,10,90,127421.9618,1.27422,-1432.32,0.5177,0.352,530,0.99434,2645.708178,3193.160415,1963.3463,-30.3801,7857.2,7868.4
broken_lower_bw20_w80_tol10_rt18_dp10_cd90,broken_lower,20.0,80.0,160.0,10.0,18.0,10,90,127340.7345,1.273407,-1353.3400000000001,0.5177,0.352,530,1.0,,,2177.414,0.0,7857.2,7868.4
broken_lower_bw20_w80_tol12p5_rt16_dp10_cd60,broken_lower,20.0,80.0,160.0,12.5,16.0,10,60,127299.6443,1.272996,-1380.48,0.5972,0.348,530,0.998113,5626.258948,6559.333505,2420.9956,-19.4104,7857.2,7868.4
symmetric_bw0_w100_tol10_rt18_dp10_cd60,symmetric,0.0,100.0,200.0,10.0,18.0,10,60,126656.9403,1.266569,-1637.18,0.5177,0.388,539,0.996289,11170.047619,,2324.9558,0.0,7945.8,7962.6
symmetric_bw0_w100_tol12p5_rt14_dp10_cd90,symmetric,0.0,100.0,200.0,12.5,14.0,10,90,125640.3909,1.256404,-1637.18,0.5972,0.336,532,0.996241,7352.691633,,2095.8205,0.0,7945.8,7962.6
broken_upper_bw20_w80_tol12p5_rt16_dp10_cd90,broken_upper,20.0,80.0,160.0,12.5,16.0,10,90,125603.4812,1.256035,-1432.32,0.5972,0.316,522,0.996169,4135.411126,4135.393932,1962.0274,-30.3801,7857.2,7868.4
symmetric_bw0_w100_tol12p5_rt18_dp8_cd90,symmetric,0.0,100.0,200.0,12.5,18.0,8,90,125495.113,1.254951,-1590.3600000000001,0.5972,0.368,536,0.998134,18321.465693,,2063.5731,0.0,7945.8,7962.6
