config_name,stage,butterfly_width,coverage_band_width,center_tolerance,recenter_threshold,drift_persistence_bars,rebuild_cooldown_minutes,max_layers,primary_stop_loss_pct,primary_take_profit_pct,net_dollar_pnl,return_on_capital,max_drawdown_dollars,corridor_occupancy_rate,average_rebuilds_per_day,closed_layers,win_rate_by_closed_layer,profit_factor_by_closed_layer,profit_factor_by_day,best_day_pnl_dollars,worst_day_pnl_dollars,max_gross_deployment_dollars
structural_w40_cb80_tol15_rt16_dp8_cd60_ml2_sl0p25_tp0p2,structural,40.0,80.0,15.0,16.0,8,60,2,0.25,0.2,-66443.4844,-0.664435,-66734.13,0.656,0.196,477,0.610063,0.247724,0.22113,607.6111,-3177.1349,3193.8
structural_w40_cb80_tol12p5_rt18_dp10_cd60_ml2_sl0p25_tp0p2,structural,40.0,80.0,12.5,18.0,10,60,2,0.25,0.2,-66714.4022,-0.667144,-67309.70999999999,0.5972,0.184,477,0.616352,0.252046,0.225582,607.6111,-3177.1349,3193.8
structural_w40_cb80_tol12p5_rt16_dp10_cd90_ml2_sl0p25_tp0p2,structural,40.0,80.0,12.5,16.0,10,90,2,0.25,0.2,-66997.1518,-0.669972,-67592.46,0.5972,0.188,483,0.63354,0.255029,0.227462,607.6111,-3177.1349,3193.8
structural_w40_cb80_tol15_rt18_dp8_cd60_ml2_sl0p25_tp0p2,structural,40.0,80.0,15.0,18.0,8,60,2,0.25,0.2,-68760.0605,-0.687601,-69050.71,0.656,0.176,469,0.603412,0.23938,0.213224,607.6111,-3177.1349,3193.8
structural_w40_cb80_tol12p5_rt18_dp10_cd90_ml2_sl0p25_tp0p2,structural,40.0,80.0,12.5,18.0,10,90,2,0.25,0.2,-68772.5609,-0.687726,-69367.87000000001,0.5972,0.16,473,0.61945,0.24564,0.218763,607.6111,-3177.1349,3193.8
structural_w40_cb80_tol12p5_rt20_dp10_cd60_ml2_sl0p25_tp0p2,structural,40.0,80.0,12.5,20.0,10,60,2,0.25,0.2,-68866.6182,-0.688666,-69461.93,0.5972,0.14,466,0.618026,0.244314,0.217971,607.6111,-3182.4473,3193.8
structural_w40_cb80_tol12p5_rt20_dp10_cd90_ml2_sl0p25_tp0p2,structural,40.0,80.0,12.5,20.0,10,90,2,0.25,0.2,-68898.0723,-0.688981,-69493.38,0.5972,0.136,465,0.619355,0.243655,0.217614,607.6111,-3182.4473,3193.8
structural_w40_cb80_tol15_rt16_dp8_cd90_ml2_sl0p25_tp0p2,structural,40.0,80.0,15.0,16.0,8,90,2,0.25,0.2,-70145.0753,-0.701451,-70435.72,0.656,0.164,473,0.61945,0.238872,0.211315,607.6111,-3177.1349,3193.8
structural_w40_cb80_tol15_rt16_dp10_cd60_ml2_sl0p25_tp0p2,structural,40.0,80.0,15.0,16.0,10,60,2,0.25,0.2,-71408.8516,-0.714089,-71861.65999999999,0.656,0.152,466,0.613734,0.23362,0.208578,607.6111,-3177.1349,3193.8
structural_w40_cb80_tol15_rt18_dp8_cd90_ml2_sl0p25_tp0p2,structural,40.0,80.0,15.0,18.0,8,90,2,0.25,0.2,-71458.3988,-0.714584,-71749.05,0.656,0.148,466,0.613734,0.233655,0.206195,607.6111,-3177.1349,3193.8
structural_w40_cb80_tol15_rt18_dp10_cd60_ml2_sl0p25_tp0p2,structural,40.0,80.0,15.0,18.0,10,60,2,0.25,0.2,-71682.559,-0.716826,-72135.37,0.656,0.132,459,0.607843,0.230928,0.205053,607.6111,-3177.1349,3193.8
structural_w40_cb80_tol15_rt16_dp10_cd90_ml2_sl0p25_tp0p2,structural,40.0,80.0,15.0,16.0,10,90,2,0.25,0.2,-72309.7163,-0.723097,-72762.51999999999,0.656,0.136,465,0.619355,0.231863,0.205982,607.6111,-3177.1349,3193.8
structural_w40_cb80_tol15_rt18_dp10_cd90_ml2_sl0p25_tp0p2,structural,40.0,80.0,15.0,18.0,10,90,2,0.25,0.2,-72522.1212,-0.725221,-72974.93,0.656,0.12,459,0.6122,0.229904,0.203162,607.6111,-3177.1349,3193.8
structural_w40_cb80_tol15_rt20_dp8_cd60_ml2_sl0p25_tp0p2,structural,40.0,80.0,15.0,20.0,8,60,2,0.25,0.2,-72763.398,-0.727634,-73054.04999999999,0.656,0.144,462,0.601732,0.228547,0.201775,607.6111,-3177.1349,3193.8
structural_w40_cb80_tol15_rt20_dp8_cd90_ml2_sl0p25_tp0p2,structural,40.0,80.0,15.0,20.0,8,90,2,0.25,0.2,-73589.8625,-0.735899,-73880.51000000001,0.656,0.136,462,0.608225,0.227043,0.200369,607.6111,-3177.1349,3193.8
structural_w40_cb80_tol15_rt20_dp10_cd60_ml2_sl0p25_tp0p2,structural,40.0,80.0,15.0,20.0,10,60,2,0.25,0.2,-73624.7699,-0.736248,-74077.58,0.656,0.1,454,0.61674,0.226106,0.200058,607.6111,-3182.4473,3193.8
structural_w40_cb80_tol15_rt20_dp10_cd90_ml2_sl0p25_tp0p2,structural,40.0,80.0,15.0,20.0,10,90,2,0.25,0.2,-73624.7699,-0.736248,-74077.58,0.656,0.1,454,0.61674,0.226106,0.200058,607.6111,-3182.4473,3193.8
structural_w40_cb80_tol20_rt16_dp10_cd90_ml2_sl0p25_tp0p2,structural,40.0,80.0,20.0,16.0,10,90,2,0.25,0.2,-74398.8105,-0.743988,-74911.29,0.7548,0.032,429,0.608392,0.207032,0.182869,447.2517,-3213.632,3193.8
structural_w40_cb80_tol20_rt16_dp10_cd60_ml2_sl0p25_tp0p2,structural,40.0,80.0,20.0,16.0,10,60,2,0.25,0.2,-74398.8105,-0.743988,-74911.29,0.7548,0.032,429,0.608392,0.207032,0.182869,447.2517,-3213.632,3193.8
structural_w40_cb80_tol20_rt18_dp10_cd60_ml2_sl0p25_tp0p2,structural,40.0,80.0,20.0,18.0,10,60,2,0.25,0.2,-74398.8105,-0.743988,-74911.29,0.7548,0.032,429,0.608392,0.207032,0.182869,447.2517,-3213.632,3193.8
structural_w40_cb80_tol20_rt18_dp10_cd90_ml2_sl0p25_tp0p2,structural,40.0,80.0,20.0,18.0,10,90,2,0.25,0.2,-74398.8105,-0.743988,-74911.29,0.7548,0.032,429,0.608392,0.207032,0.182869,447.2517,-3213.632,3193.8
structural_w40_cb80_tol20_rt20_dp10_cd60_ml2_sl0p25_tp0p2,structural,40.0,80.0,20.0,20.0,10,60,2,0.25,0.2,-74398.8105,-0.743988,-74911.29,0.7548,0.032,429,0.608392,0.207032,0.182869,447.2517,-3213.632,3193.8
structural_w40_cb80_tol20_rt20_dp10_cd90_ml2_sl0p25_tp0p2,structural,40.0,80.0,20.0,20.0,10,90,2,0.25,0.2,-74398.8105,-0.743988,-74911.29,0.7548,0.032,429,0.608392,0.207032,0.182869,447.2517,-3213.632,3193.8
structural_w40_cb80_tol17p5_rt16_dp8_cd60_ml2_sl0p25_tp0p2,structural,40.0,80.0,17.5,16.0,8,60,2,0.25,0.2,-74474.8217,-0.744748,-74765.47,0.7097,0.104,451,0.609756,0.217427,0.19298,447.5903,-3177.1349,3193.8
structural_w40_cb80_tol17p5_rt16_dp8_cd90_ml2_sl0p25_tp0p2,structural,40.0,80.0,17.5,16.0,8,90,2,0.25,0.2,-74493.1474,-0.744931,-74783.8,0.7097,0.1,449,0.610245,0.216956,0.192781,447.5903,-3177.1349,3193.8
structural_w40_cb80_tol17p5_rt18_dp8_cd60_ml2_sl0p25_tp0p2,structural,40.0,80.0,17.5,18.0,8,60,2,0.25,0.2,-75580.9718,-0.75581,-75871.62,0.7097,0.1,449,0.608018,0.214683,0.189085,447.5903,-3177.1349,3193.8
structural_w40_cb80_tol17p5_rt18_dp8_cd90_ml2_sl0p25_tp0p2,structural,40.0,80.0,17.5,18.0,8,90,2,0.25,0.2,-75580.9718,-0.75581,-75871.62,0.7097,0.1,449,0.608018,0.214683,0.189085,447.5903,-3177.1349,3193.8
structural_w40_cb80_tol17p5_rt20_dp8_cd60_ml2_sl0p25_tp0p2,structural,40.0,80.0,17.5,20.0,8,60,2,0.25,0.2,-75638.2592,-0.756383,-75928.91,0.7097,0.092,448,0.607143,0.213909,0.188708,447.5903,-3177.1349,3193.8
structural_w40_cb80_tol17p5_rt20_dp8_cd90_ml2_sl0p25_tp0p2,structural,40.0,80.0,17.5,20.0,8,90,2,0.25,0.2,-75638.2592,-0.756383,-75928.91,0.7097,0.092,448,0.607143,0.213909,0.188708,447.5903,-3177.1349,3193.8
structural_w40_cb80_tol20_rt16_dp8_cd60_ml2_sl0p25_tp0p2,structural,40.0,80.0,20.0,16.0,8,60,2,0.25,0.2,-75650.8526,-0.756509,-76163.33,0.7548,0.04,427,0.59719,0.202545,0.179407,447.2517,-3213.632,3193.8
structural_w40_cb80_tol20_rt16_dp8_cd90_ml2_sl0p25_tp0p2,structural,40.0,80.0,20.0,16.0,8,90,2,0.25,0.2,-75650.8526,-0.756509,-76163.33,0.7548,0.04,427,0.59719,0.202545,0.179407,447.2517,-3213.632,3193.8
structural_w40_cb80_tol20_rt18_dp8_cd60_ml2_sl0p25_tp0p2,structural,40.0,80.0,20.0,18.0,8,60,2,0.25,0.2,-75650.8526,-0.756509,-76163.33,0.7548,0.04,427,0.59719,0.202545,0.179407,447.2517,-3213.632,3193.8
structural_w40_cb80_tol20_rt18_dp8_cd90_ml2_sl0p25_tp0p2,structural,40.0,80.0,20.0,18.0,8,90,2,0.25,0.2,-75650.8526,-0.756509,-76163.33,0.7548,0.04,427,0.59719,0.202545,0.179407,447.2517,-3213.632,3193.8
structural_w40_cb80_tol20_rt20_dp8_cd60_ml2_sl0p25_tp0p2,structural,40.0,80.0,20.0,20.0,8,60,2,0.25,0.2,-75650.8526,-0.756509,-76163.33,0.7548,0.04,427,0.59719,0.202545,0.179407,447.2517,-3213.632,3193.8
structural_w40_cb80_tol20_rt20_dp8_cd90_ml2_sl0p25_tp0p2,structural,40.0,80.0,20.0,20.0,8,90,2,0.25,0.2,-75650.8526,-0.756509,-76163.33,0.7548,0.04,427,0.59719,0.202545,0.179407,447.2517,-3213.632,3193.8
structural_w40_cb80_tol17p5_rt16_dp10_cd90_ml2_sl0p25_tp0p2,structural,40.0,80.0,17.5,16.0,10,90,2,0.25,0.2,-77414.1929,-0.774142,-77867.0,0.7097,0.052,444,0.621622,0.210662,0.184307,447.5903,-3214.2312,3193.8
structural_w40_cb80_tol17p5_rt16_dp10_cd60_ml2_sl0p25_tp0p2,structural,40.0,80.0,17.5,16.0,10,60,2,0.25,0.2,-77414.1929,-0.774142,-77867.0,0.7097,0.052,444,0.621622,0.210662,0.184307,447.5903,-3214.2312,3193.8
structural_w40_cb80_tol17p5_rt18_dp10_cd60_ml2_sl0p25_tp0p2,structural,40.0,80.0,17.5,18.0,10,60,2,0.25,0.2,-77414.1929,-0.774142,-77867.0,0.7097,0.052,444,0.621622,0.210662,0.184307,447.5903,-3214.2312,3193.8
structural_w40_cb80_tol17p5_rt18_dp10_cd90_ml2_sl0p25_tp0p2,structural,40.0,80.0,17.5,18.0,10,90,2,0.25,0.2,-77414.1929,-0.774142,-77867.0,0.7097,0.052,444,0.621622,0.210662,0.184307,447.5903,-3214.2312,3193.8
structural_w40_cb80_tol17p5_rt20_dp10_cd60_ml2_sl0p25_tp0p2,structural,40.0,80.0,17.5,20.0,10,60,2,0.25,0.2,-77414.1929,-0.774142,-77867.0,0.7097,0.052,444,0.621622,0.210662,0.184307,447.5903,-3214.2312,3193.8
structural_w40_cb80_tol17p5_rt20_dp10_cd90_ml2_sl0p25_tp0p2,structural,40.0,80.0,17.5,20.0,10,90,2,0.25,0.2,-77414.1929,-0.774142,-77867.0,0.7097,0.052,444,0.621622,0.210662,0.184307,447.5903,-3214.2312,3193.8
