timestamp,symbol,action,state,price,center_price,layer_id,detail,kind,lower_strike,body_strike,upper_strike,width,lower_width,upper_width,wing_mode,dte,entry_cost,entry_debit,friction_cost,entry_friction_cost,modeled_max_loss,contracts_per_layer,option_multiplier,primary_return_pct,close_value,gross_close_value,realized_pnl,gross_realized_pnl,close_friction_cost,stress_profile,drift_distance,drift_count
2025-04-15T15:35:00+00:00,SPX,TAKE_PROFIT,ACTIVE_CENTERED,5421.24,5430.0,4.0,Primary take-profit reached.,PRIMARY,5370.0,5430.0,5530.0,60.0,60.0,100.0,broken_upper,7.0,12.086,12.0,,0.086,,1.0,100.0,0.2193,14.7363,17.4228,2.6503,5.4228,0.086,conservative,,
2025-04-15T15:55:00+00:00,SPX,ENTER_PRIMARY,ACTIVE_CENTERED,5427.51,5425.0,5.0,Opened the primary butterfly corridor layer.,PRIMARY,5365.0,5425.0,5525.0,60.0,60.0,100.0,broken_upper,7.0,12.086,12.0,0.086,0.086,52.086,1.0,100.0,,,,,,,,,
2025-04-15T16:00:00+00:00,SPX,TAKE_PROFIT,ACTIVE_CENTERED,5431.07,5425.0,5.0,Primary take-profit reached.,PRIMARY,5365.0,5425.0,5525.0,60.0,60.0,100.0,broken_upper,7.0,12.086,12.0,,0.086,,1.0,100.0,0.2429,15.0221,17.759,2.9361,5.759,0.086,conservative,,
2025-04-15T16:05:00+00:00,SPX,ENTER_PRIMARY,ACTIVE_CENTERED,5425.7,5425.0,6.0,Opened the primary butterfly corridor layer.,PRIMARY,5365.0,5425.0,5525.0,60.0,60.0,100.0,broken_upper,7.0,12.086,12.0,0.086,0.086,52.086,1.0,100.0,,,,,,,,,
2025-04-15T16:10:00+00:00,SPX,TAKE_PROFIT,ACTIVE_CENTERED,5426.4,5425.0,6.0,Primary take-profit reached.,PRIMARY,5365.0,5425.0,5525.0,60.0,60.0,100.0,broken_upper,7.0,12.086,12.0,,0.086,,1.0,100.0,0.2559,15.1785,17.9431,3.0925,5.9431,0.086,conservative,,
2025-04-15T16:15:00+00:00,SPX,ENTER_PRIMARY,ACTIVE_CENTERED,5424.74,5425.0,7.0,Opened the primary butterfly corridor layer.,PRIMARY,5365.0,5425.0,5525.0,60.0,60.0,100.0,broken_upper,7.0,12.086,12.0,0.086,0.086,52.086,1.0,100.0,,,,,,,,,
2025-04-15T16:20:00+00:00,SPX,TAKE_PROFIT,ACTIVE_CENTERED,5430.35,5425.0,7.0,Primary take-profit reached.,PRIMARY,5365.0,5425.0,5525.0,60.0,60.0,100.0,broken_upper,7.0,12.086,12.0,,0.086,,1.0,100.0,0.2449,15.0462,17.7874,2.9602,5.7874,0.086,conservative,,
2025-04-15T16:25:00+00:00,SPX,ENTER_PRIMARY,ACTIVE_CENTERED,5428.09,5430.0,8.0,Opened the primary butterfly corridor layer.,PRIMARY,5370.0,5430.0,5530.0,60.0,60.0,100.0,broken_upper,7.0,12.086,12.0,0.086,0.086,52.086,1.0,100.0,,,,,,,,,
2025-04-15T16:30:00+00:00,SPX,TAKE_PROFIT,ACTIVE_CENTERED,5425.86,5430.0,8.0,Primary take-profit reached.,PRIMARY,5370.0,5430.0,5530.0,60.0,60.0,100.0,broken_upper,7.0,12.086,12.0,,0.086,,1.0,100.0,0.2406,14.9943,17.7263,2.9083,5.7263,0.086,conservative,,
2025-04-15T16:40:00+00:00,SPX,ENTER_PRIMARY,ACTIVE_CENTERED,5424.9,5425.0,9.0,Opened the primary butterfly corridor layer.,PRIMARY,5365.0,5425.0,5525.0,60.0,60.0,100.0,broken_upper,7.0,12.086,12.0,0.086,0.086,52.086,1.0,100.0,,,,,,,,,
2025-04-15T16:45:00+00:00,SPX,TAKE_PROFIT,ACTIVE_CENTERED,5424.37,5425.0,9.0,Primary take-profit reached.,PRIMARY,5365.0,5425.0,5525.0,60.0,60.0,100.0,broken_upper,7.0,12.086,12.0,,0.086,,1.0,100.0,0.2568,15.1903,17.9569,3.1043,5.9569,0.086,conservative,,
2025-04-25T14:20:00+00:00,SPX,ENTER_PRIMARY,ACTIVE_CENTERED,5471.12,5475.0,10.0,Opened the primary butterfly corridor layer.,PRIMARY,5415.0,5475.0,5575.0,60.0,60.0,100.0,broken_upper,7.0,12.086,12.0,0.086,0.086,52.086,1.0,100.0,,,,,,,,,
2025-04-25T14:25:00+00:00,SPX,TAKE_PROFIT,ACTIVE_CENTERED,5463.9,5475.0,10.0,Primary take-profit reached.,PRIMARY,5415.0,5475.0,5575.0,60.0,60.0,100.0,broken_upper,7.0,12.086,12.0,,0.086,,1.0,100.0,0.2085,14.6056,17.2691,2.5196,5.2691,0.086,conservative,,
2025-04-25T14:40:00+00:00,SPX,ENTER_PRIMARY,ACTIVE_CENTERED,5484.95,5475.0,11.0,Opened the primary butterfly corridor layer.,PRIMARY,5415.0,5475.0,5575.0,60.0,60.0,100.0,broken_upper,7.0,12.086,12.0,0.086,0.086,52.086,1.0,100.0,,,,,,,,,
2025-04-25T14:45:00+00:00,SPX,TAKE_PROFIT,ACTIVE_CENTERED,5485.09,5475.0,11.0,Primary take-profit reached.,PRIMARY,5415.0,5475.0,5575.0,60.0,60.0,100.0,broken_upper,7.0,12.086,12.0,,0.086,,1.0,100.0,0.2318,14.8874,17.6006,2.8014,5.6006,0.086,conservative,,
2025-04-25T15:05:00+00:00,SPX,ENTER_PRIMARY,ACTIVE_CENTERED,5485.3,5480.0,12.0,Opened the primary butterfly corridor layer.,PRIMARY,5420.0,5480.0,5580.0,60.0,60.0,100.0,broken_upper,7.0,12.086,12.0,0.086,0.086,52.086,1.0,100.0,,,,,,,,,
2025-04-25T15:10:00+00:00,SPX,TAKE_PROFIT,ACTIVE_CENTERED,5490.03,5480.0,12.0,Primary take-profit reached.,PRIMARY,5420.0,5480.0,5580.0,60.0,60.0,100.0,broken_upper,7.0,12.086,12.0,,0.086,,1.0,100.0,0.232,14.8894,17.603,2.8034,5.603,0.086,conservative,,
2025-04-25T15:15:00+00:00,SPX,ENTER_PRIMARY,ACTIVE_CENTERED,5486.41,5480.0,13.0,Opened the primary butterfly corridor layer.,PRIMARY,5420.0,5480.0,5580.0,60.0,60.0,100.0,broken_upper,7.0,12.086,12.0,0.086,0.086,52.086,1.0,100.0,,,,,,,,,
2025-04-25T15:20:00+00:00,SPX,TAKE_PROFIT,ACTIVE_CENTERED,5491.32,5480.0,13.0,Primary take-profit reached.,PRIMARY,5420.0,5480.0,5580.0,60.0,60.0,100.0,broken_upper,7.0,12.086,12.0,,0.086,,1.0,100.0,0.2284,14.8462,17.5521,2.7602,5.5521,0.086,conservative,,
2025-04-25T15:25:00+00:00,SPX,ENTER_PRIMARY,ACTIVE_CENTERED,5482.45,5480.0,14.0,Opened the primary butterfly corridor layer.,PRIMARY,5420.0,5480.0,5580.0,60.0,60.0,100.0,broken_upper,7.0,12.086,12.0,0.086,0.086,52.086,1.0,100.0,,,,,,,,,
2025-04-25T15:30:00+00:00,SPX,TAKE_PROFIT,ACTIVE_CENTERED,5484.54,5480.0,14.0,Primary take-profit reached.,PRIMARY,5420.0,5480.0,5580.0,60.0,60.0,100.0,broken_upper,7.0,12.086,12.0,,0.086,,1.0,100.0,0.2472,15.0733,17.8193,2.9873,5.8193,0.086,conservative,,
2025-04-25T15:50:00+00:00,SPX,ENTER_PRIMARY,ACTIVE_CENTERED,5487.81,5480.0,15.0,Opened the primary butterfly corridor layer.,PRIMARY,5420.0,5480.0,5580.0,60.0,60.0,100.0,broken_upper,7.0,12.086,12.0,0.086,0.086,52.086,1.0,100.0,,,,,,,,,
2025-04-25T15:55:00+00:00,SPX,TAKE_PROFIT,ACTIVE_CENTERED,5488.38,5480.0,15.0,Primary take-profit reached.,PRIMARY,5420.0,5480.0,5580.0,60.0,60.0,100.0,broken_upper,7.0,12.086,12.0,,0.086,,1.0,100.0,0.2365,14.9447,17.668,2.8587,5.668,0.086,conservative,,
2025-04-25T16:45:00+00:00,SPX,ENTER_PRIMARY,ACTIVE_CENTERED,5503.66,5485.0,16.0,Opened the primary butterfly corridor layer.,PRIMARY,5425.0,5485.0,5585.0,60.0,60.0,100.0,broken_upper,7.0,12.086,12.0,0.086,0.086,52.086,1.0,100.0,,,,,,,,,
2025-04-25T16:50:00+00:00,SPX,DRIFT_STARTED,DRIFTING,5507.75,5485.0,,Corridor drift started.,,,,,,,,,,,,,,,,,,,,,,,,22.75,
2025-04-25T17:25:00+00:00,SPX,ABORTED,DRIFTING,5527.71,5485.0,16.0,Regime turned TREND_UP.,PRIMARY,5425.0,5485.0,5585.0,60.0,60.0,100.0,broken_upper,7.0,12.086,12.0,,0.086,,1.0,100.0,,13.8319,16.3588,1.7459,4.3588,0.086,conservative,,
2025-04-28T15:45:00+00:00,SPX,ENTER_PRIMARY,ACTIVE_CENTERED,5492.17,5520.0,17.0,Opened the primary butterfly corridor layer.,PRIMARY,5460.0,5520.0,5620.0,60.0,60.0,100.0,broken_upper,7.0,12.086,12.0,0.086,0.086,52.086,1.0,100.0,,,,,,,,,
2025-04-28T15:50:00+00:00,SPX,DRIFT_STARTED,DRIFTING,5494.59,5520.0,,Corridor drift started.,,,,,,,,,,,,,,,,,,,,,,,,25.41,
2025-04-28T16:00:00+00:00,SPX,ABORTED,DRIFTING,5483.96,5520.0,17.0,Regime turned TREND_DOWN.,PRIMARY,5460.0,5520.0,5620.0,60.0,60.0,100.0,broken_upper,7.0,12.086,12.0,,0.086,,1.0,100.0,,13.222,15.6413,1.136,3.6413,0.086,conservative,,
2025-04-29T15:25:00+00:00,SPX,ENTER_PRIMARY,ACTIVE_CENTERED,5540.28,5530.0,18.0,Opened the primary butterfly corridor layer.,PRIMARY,5470.0,5530.0,5630.0,60.0,60.0,100.0,broken_upper,7.0,12.086,12.0,0.086,0.086,52.086,1.0,100.0,,,,,,,,,
2025-04-29T15:30:00+00:00,SPX,TAKE_PROFIT,ACTIVE_CENTERED,5530.89,5530.0,18.0,Primary take-profit reached.,PRIMARY,5470.0,5530.0,5630.0,60.0,60.0,100.0,broken_upper,7.0,12.086,12.0,,0.086,,1.0,100.0,0.2573,15.1956,17.9632,3.1096,5.9632,0.086,conservative,,
2025-04-29T15:35:00+00:00,SPX,ENTER_PRIMARY,ACTIVE_CENTERED,5536.59,5530.0,19.0,Opened the primary butterfly corridor layer.,PRIMARY,5470.0,5530.0,5630.0,60.0,60.0,100.0,broken_upper,7.0,12.086,12.0,0.086,0.086,52.086,1.0,100.0,,,,,,,,,
2025-04-29T15:40:00+00:00,SPX,TAKE_PROFIT,ACTIVE_CENTERED,5544.29,5530.0,19.0,Primary take-profit reached.,PRIMARY,5470.0,5530.0,5630.0,60.0,60.0,100.0,broken_upper,7.0,12.086,12.0,,0.086,,1.0,100.0,0.2201,14.7467,17.435,2.6607,5.435,0.086,conservative,,
2025-04-29T15:50:00+00:00,SPX,ENTER_PRIMARY,ACTIVE_CENTERED,5540.9,5530.0,20.0,Opened the primary butterfly corridor layer.,PRIMARY,5470.0,5530.0,5630.0,60.0,60.0,100.0,broken_upper,7.0,12.086,12.0,0.086,0.086,52.086,1.0,100.0,,,,,,,,,
2025-04-29T15:55:00+00:00,SPX,TAKE_PROFIT,ACTIVE_CENTERED,5535.47,5530.0,20.0,Primary take-profit reached.,PRIMARY,5470.0,5530.0,5630.0,60.0,60.0,100.0,broken_upper,7.0,12.086,12.0,,0.086,,1.0,100.0,0.2446,15.0422,17.7827,2.9562,5.7827,0.086,conservative,,
2025-04-29T16:15:00+00:00,SPX,ENTER_PRIMARY,ACTIVE_CENTERED,5544.32,5535.0,21.0,Opened the primary butterfly corridor layer.,PRIMARY,5475.0,5535.0,5635.0,60.0,60.0,100.0,broken_upper,7.0,12.086,12.0,0.086,0.086,52.086,1.0,100.0,,,,,,,,,
2025-04-29T16:20:00+00:00,SPX,TAKE_PROFIT,ACTIVE_CENTERED,5545.05,5535.0,21.0,Primary take-profit reached.,PRIMARY,5475.0,5535.0,5635.0,60.0,60.0,100.0,broken_upper,7.0,12.086,12.0,,0.086,,1.0,100.0,0.2319,14.8887,17.6022,2.8027,5.6022,0.086,conservative,,
2025-04-29T16:25:00+00:00,SPX,ENTER_PRIMARY,ACTIVE_CENTERED,5546.61,5535.0,22.0,Opened the primary butterfly corridor layer.,PRIMARY,5475.0,5535.0,5635.0,60.0,60.0,100.0,broken_upper,7.0,12.086,12.0,0.086,0.086,52.086,1.0,100.0,,,,,,,,,
2025-04-29T16:30:00+00:00,SPX,TAKE_PROFIT,ACTIVE_CENTERED,5548.4,5535.0,22.0,Primary take-profit reached.,PRIMARY,5475.0,5535.0,5635.0,60.0,60.0,100.0,broken_upper,7.0,12.086,12.0,,0.086,,1.0,100.0,0.2226,14.7765,17.4701,2.6905,5.4701,0.086,conservative,,
2025-04-29T16:40:00+00:00,SPX,ENTER_PRIMARY,ACTIVE_CENTERED,5546.64,5540.0,23.0,Opened the primary butterfly corridor layer.,PRIMARY,5480.0,5540.0,5640.0,60.0,60.0,100.0,broken_upper,7.0,12.086,12.0,0.086,0.086,52.086,1.0,100.0,,,,,,,,,
2025-04-29T16:45:00+00:00,SPX,TAKE_PROFIT,ACTIVE_CENTERED,5530.83,5540.0,23.0,Primary take-profit reached.,PRIMARY,5480.0,5540.0,5640.0,60.0,60.0,100.0,broken_upper,7.0,12.086,12.0,,0.086,,1.0,100.0,0.2174,14.7134,17.3959,2.6274,5.3959,0.086,conservative,,
2025-04-29T17:10:00+00:00,SPX,ENTER_PRIMARY,ACTIVE_CENTERED,5533.43,5540.0,24.0,Opened the primary butterfly corridor layer.,PRIMARY,5480.0,5540.0,5640.0,60.0,60.0,100.0,broken_upper,7.0,12.086,12.0,0.086,0.086,52.086,1.0,100.0,,,,,,,,,
2025-04-29T17:15:00+00:00,SPX,TAKE_PROFIT,ACTIVE_CENTERED,5543.54,5540.0,24.0,Primary take-profit reached.,PRIMARY,5480.0,5540.0,5640.0,60.0,60.0,100.0,broken_upper,7.0,12.086,12.0,,0.086,,1.0,100.0,0.2499,15.1068,17.8588,3.0208,5.8588,0.086,conservative,,
2025-05-01T17:25:00+00:00,SPX,ENTER_PRIMARY,ACTIVE_CENTERED,5630.27,5635.0,25.0,Opened the primary butterfly corridor layer.,PRIMARY,5575.0,5635.0,5735.0,60.0,60.0,100.0,broken_upper,7.0,12.086,12.0,0.086,0.086,52.086,1.0,100.0,,,,,,,,,
2025-05-01T17:30:00+00:00,SPX,TAKE_PROFIT,ACTIVE_CENTERED,5633.82,5635.0,25.0,Primary take-profit reached.,PRIMARY,5575.0,5635.0,5735.0,60.0,60.0,100.0,broken_upper,7.0,12.086,12.0,,0.086,,1.0,100.0,0.2543,15.1596,17.9208,3.0736,5.9208,0.086,conservative,,
2025-05-02T17:30:00+00:00,SPX,ENTER_PRIMARY,ACTIVE_CENTERED,5683.62,5685.0,26.0,Opened the primary butterfly corridor layer.,PRIMARY,5625.0,5685.0,5785.0,60.0,60.0,100.0,broken_upper,7.0,12.086,12.0,0.086,0.086,52.086,1.0,100.0,,,,,,,,,
2025-05-02T17:35:00+00:00,SPX,TAKE_PROFIT,ACTIVE_CENTERED,5687.8,5685.0,26.0,Primary take-profit reached.,PRIMARY,5625.0,5685.0,5785.0,60.0,60.0,100.0,broken_upper,7.0,12.086,12.0,,0.086,,1.0,100.0,0.252,15.1316,17.8879,3.0456,5.8879,0.086,conservative,,
2025-05-05T14:40:00+00:00,SPX,ENTER_PRIMARY,ACTIVE_CENTERED,5662.29,5675.0,27.0,Opened the primary butterfly corridor layer.,PRIMARY,5615.0,5675.0,5775.0,60.0,60.0,100.0,broken_upper,7.0,12.086,12.0,0.086,0.086,52.086,1.0,100.0,,,,,,,,,
